RA,Fase,Turma,Nome Anonimizado,Ano nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Nº Av,IAA,IEG,IPS,IDA,Mat,Por,Ing,IPV,IAN,Fase Ideal,Defasagem,Ano,Data de Nasc,IPP,Escola,Ativo/ Inativo
RA-1330,ALFA,ALFA K - G0/G1,Aluno-1330,,8,Feminino,2024,Pública,Topázio,8.944616666700002,2.0,10.002,9.3333333335,7.51,9.5,10.0,9.0,,7.915,10.0,ALFA (1° e 2° ano),0,2024,2016-10-07 00:00:00,8.4375,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1331,ALFA,ALFA K - G0/G1,Aluno-1331,,7,Feminino,2024,Pública,Ametista,7.8522833333,2.0,9.002,7.291666666499999,7.51,7.25,8.0,6.5,,7.245,10.0,ALFA (1° e 2° ano),0,2024,2017-03-10 00:00:00,8.4375,EE Jardim Campestre,Cursando
RA-944,ALFA,ALFA L - G2/G3,Aluno-944,,10,Feminino,2023,Pública,Ametista,7.8262,2.0,9.002,7.25,7.51,9.0,10.0,8.0,,7.75,5.0,Fase 2 (5° e 6° ano),-2,2024,2014-01-20 00:00:00,8.75,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1332,ALFA,ALFA L - G2/G3,Aluno-1332,,10,Masculino,2024,Pública,Topázio,8.1040529412,2.0,8.502,9.411764706,7.51,8.25,10.0,6.5,,7.665,5.0,Fase 2 (5° e 6° ano),-2,2024,2014-05-03 00:00:00,9.375,EE Helio Luiz Dobrochinski Prof,Cursando
RA-754,ALFA,ALFA L - G2/G3,Aluno-754,,11,Masculino,2022,Pública,Quartzo,5.6127,2.0,8.502,6.25,5.625,6.25,6.0,6.5,,4.75,5.0,Fase 2 (5° e 6° ano),-2,2024,2013-09-05 00:00:00,2.5,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1333,ALFA,ALFA L - G2/G3,Aluno-1333,,9,Masculino,2024,Pública,Topázio,8.213199999999999,2.0,7.502,10.0,6.255,9.25,10.0,8.5,,7.75,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-05-30 00:00:00,9.375,EE Helio Luiz Dobrochinski Prof,Cursando
RA-934,ALFA,ALFA L - G2/G3,Aluno-934,,9,Feminino,2023,Pública,Topázio,8.338700000000001,2.0,9.502,9.75,7.51,8.5,10.0,7.0,,7.75,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-09-15 00:00:00,9.375,EM Amanda Consuelo da Cunha,Cursando
RA-1334,ALFA,ALFA L - G2/G3,Aluno-1334,,9,Masculino,2024,Pública,Topázio,8.350200000000001,2.0,10.002,10.0,5.625,9.0,10.0,8.0,,7.75,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-10-23 00:00:00,9.375,EE Helio Luiz Dobrochinski Prof,Cursando
RA-941,ALFA,ALFA L - G2/G3,Aluno-941,,9,Feminino,2023,Pública,Ametista,7.746700000000001,2.0,8.002,9.25,5.01,8.75,10.0,7.5,,7.665,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-03-02 00:00:00,8.125,EM Amanda Consuelo da Cunha,Cursando
RA-756,ALFA,ALFA L - G2/G3,Aluno-756,,11,Masculino,2022,Pública,Ametista,7.361700000000001,2.0,10.002,8.75,7.51,5.5,10.0,1.0,,7.24,5.0,Fase 2 (5° e 6° ano),-2,2024,2013-09-09 00:00:00,8.125,EM Amanda Consuelo da Cunha,Cursando
RA-1335,ALFA,ALFA L - G2/G3,Aluno-1335,,10,Masculino,2024,Pública,Topázio,8.3217,2.0,9.002,9.75,7.51,8.75,10.0,7.5,,7.665,5.0,Fase 2 (5° e 6° ano),-2,2024,2014-01-24 00:00:00,9.375,EE Helio Luiz Dobrochinski Prof,Cursando
RA-773,ALFA,ALFA L - G2/G3,Aluno-773,,10,Feminino,2022,Pública,Agata,6.566200000000001,2.0,10.002,8.75,2.51,5.0,8.0,2.0,,6.575,5.0,Fase 2 (5° e 6° ano),-2,2024,2013-12-31 00:00:00,7.5,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-938,ALFA,ALFA L - G2/G3,Aluno-938,,10,Masculino,2023,Pública,Topázio,8.0056026915,2.0,9.502,9.544513457499999,7.51,7.75,10.0,5.5,,7.665,5.0,Fase 1 (3° e 4° ano),-1,2024,2014-06-01 00:00:00,8.125,EM Amanda Consuelo da Cunha,Cursando
RA-1336,ALFA,ALFA M - G0/G1,Aluno-1336,,8,Feminino,2024,Pública,Ametista,7.141365631500001,2.0,9.502,6.2008281575,2.51,9.5,10.0,9.0,,7.75,5.0,Fase 1 (3° e 4° ano),-1,2024,2016-05-27 00:00:00,7.5,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1337,ALFA,ALFA M - G0/G1,Aluno-1337,,10,Masculino,2024,Pública,Agata,6.015144444400001,2.0,8.002,4.722222222,7.51,6.0,6.0,6.0,,5.66,5.0,Fase 2 (5° e 6° ano),-2,2024,2014-02-17 00:00:00,6.875,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1338,ALFA,ALFA M - G0/G1,Aluno-1338,,8,Masculino,2024,Pública,Agata,6.1368428571,2.0,8.002,8.6607142855,7.51,3.0,2.0,4.0,,5.33,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-12-11 00:00:00,6.875,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1339,ALFA,ALFA M - G0/G1,Aluno-1339,,8,Feminino,2024,Pública,Ametista,7.3547,2.0,8.502,10.0,6.885,8.75,10.0,7.5,,5.33,5.0,Fase 1 (3° e 4° ano),-1,2024,2016-05-14 00:00:00,5.0,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1340,ALFA,ALFA M - G0/G1,Aluno-1340,,8,Feminino,2024,Pública,Topázio,8.3422714286,2.0,9.502,8.392857143,7.51,10.0,10.0,10.0,,7.0,10.0,ALFA (1° e 2° ano),0,2024,2016-09-11 00:00:00,5.625,EM Etelvina Delfim Simões,Cursando
RA-1341,ALFA,ALFA M - G0/G1,Aluno-1341,,9,Masculino,2024,Pública,Ametista,7.862906349200001,2.0,10.002,9.246031746,7.51,10.0,10.0,10.0,,6.0,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-08-16 00:00:00,5.625,EE Helio Luiz Dobrochinski Prof,Cursando
RA-947,ALFA,ALFA M - G0/G1,Aluno-947,,9,Masculino,2023,Pública,Agata,6.053509523800001,2.0,9.002,7.619047619,7.51,4.5,4.0,5.0,,4.58,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-03-02 00:00:00,5.625,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1342,ALFA,ALFA M - G0/G1,Aluno-1342,,8,Masculino,2024,Pública,Ametista,7.8185809524000005,2.0,9.502,9.761904762,7.51,9.0,10.0,8.0,,5.575,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-11-17 00:00:00,7.5,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1343,ALFA,ALFA M - G0/G1,Aluno-1343,,7,Feminino,2024,Pública,Topázio,8.8262,2.0,8.002,10.0,7.51,9.75,10.0,9.5,,8.5,10.0,ALFA (1° e 2° ano),0,2024,2017-03-08 00:00:00,6.25,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1344,ALFA,ALFA N - G2/G3,Aluno-1344,,8,Feminino,2024,Pública,Topázio,9.3612,2.0,8.502,10.0,7.51,10.0,10.0,10.0,,9.425,10.0,ALFA (1° e 2° ano),0,2024,2016-07-25 00:00:00,8.75,EE Helio Luiz Dobrochinski Prof,Cursando
RA-945,ALFA,ALFA N - G2/G3,Aluno-945,,9,Masculino,2023,Pública,Ametista,7.4195809524000005,2.0,9.002,9.511904762,2.51,8.75,10.0,7.5,,6.83,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-04-02 00:00:00,7.5,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-946,ALFA,ALFA N - G2/G3,Aluno-946,,8,Masculino,2023,Pública,Agata,6.677723809500001,2.0,9.502,8.7976190475,2.51,4.5,3.0,6.0,,7.835,5.0,Fase 1 (3° e 4° ano),-1,2024,2016-01-11 00:00:00,7.5,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1345,ALFA,ALFA N - G2/G3,Aluno-1345,,9,Masculino,2023,Pública,Ametista,7.2340128655000004,2.0,8.502,9.4590643275,7.51,6.25,6.0,6.5,,6.83,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-09-18 00:00:00,6.25,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-771,ALFA,ALFA N - G2/G3,Aluno-771,,9,Feminino,2022,Pública,Agata,6.066009523800001,2.0,8.502,6.619047619,3.135,6.5,6.5,6.5,,6.08,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-11-05 00:00:00,5.625,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1346,ALFA,ALFA N - G2/G3,Aluno-1346,,8,Masculino,2024,Pública,Ametista,7.3701047619,2.0,9.502,8.0595238095,7.51,5.5,5.0,6.0,,6.66,10.0,ALFA (1° e 2° ano),0,2024,2016-10-08 00:00:00,6.25,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1347,ALFA,ALFA N - G2/G3,Aluno-1347,,9,Masculino,2024,Pública,Agata,6.153842857100001,2.0,8.502,8.7857142855,2.51,5.0,5.0,5.0,,6.165,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-10-31 00:00:00,5.625,EE Helio Luiz Dobrochinski Prof,Cursando
RA-949,ALFA,ALFA N - G2/G3,Aluno-949,,9,Feminino,2023,Pública,Ametista,7.1323428571,2.0,9.002,8.7857142855,7.51,6.5,6.0,7.0,,6.495,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-08-03 00:00:00,6.25,EE Luiz Schunck,Cursando
RA-950,ALFA,ALFA N - G2/G3,Aluno-950,,9,Feminino,2023,Pública,Ametista,7.693461904800001,2.0,9.502,9.023809524,7.51,7.0,7.5,6.5,,8.0,5.0,Fase 1 (3° e 4° ano),-1,2024,2014-11-17 00:00:00,6.875,EE Helio Luiz Dobrochinski Prof,Cursando
RA-951,ALFA,ALFA N - G2/G3,Aluno-951,,8,Feminino,2023,Privada,Agata,6.4483428571,2.0,10.002,9.0357142855,2.51,4.0,5.0,3.0,,7.325,5.0,Fase 1 (3° e 4° ano),-1,2024,2016-05-23 00:00:00,6.25,João Friaza Colégio,Cursando
RA-1002,ALFA,ALFA N - G2/G3,Aluno-1002,,10,Feminino,2023,Pública,Ametista,7.967866666700001,2.0,9.002,7.833333333500001,7.51,9.25,10.0,8.5,,8.25,5.0,Fase 1 (3° e 4° ano),-1,2024,2014-07-13 00:00:00,7.5,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-774,ALFA,ALFA N - G2/G3,Aluno-774,,10,Feminino,2022,Pública,Quartzo,5.685771428600001,2.0,10.002,6.3928571430000005,2.51,3.75,2.0,5.5,,6.405,5.0,Fase 1 (3° e 4° ano),-1,2024,2014-09-09 00:00:00,6.25,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-749,ALFA,ALFA O - G2/G3,Aluno-749,,10,Masculino,2022,Pública,Topázio,8.3373184211,2.0,9.502,9.7368421055,8.13,8.75,10.0,7.5,,7.665,5.0,Fase 2 (5° e 6° ano),-2,2024,2013-12-23 00:00:00,8.4375,EM Amanda Consuelo da Cunha,Cursando
RA-929,ALFA,ALFA O - G2/G3,Aluno-929,,9,Feminino,2023,Pública,Ametista,7.7244368421,2.0,9.002,9.4736842105,7.51,6.75,7.0,6.5,,7.58,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-10-22 00:00:00,8.125,EM Amanda Consuelo da Cunha,Cursando
RA-930,ALFA,ALFA O - G2/G3,Aluno-930,,9,Masculino,2023,Pública,Ametista,7.9298184211,2.0,8.502,9.7368421055,7.51,8.0,8.0,8.0,,7.5,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-10-13 00:00:00,7.8125,EE Jardim Campestre,Cursando
RA-787,ALFA,ALFA O - G2/G3,Aluno-787,,10,Masculino,2022,Pública,Ametista,7.73495,2.0,9.002,9.75,7.51,7.25,10.0,4.5,,7.325,5.0,Fase 1 (3° e 4° ano),-1,2024,2014-08-01 00:00:00,7.1875,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1348,ALFA,ALFA O - G2/G3,Aluno-1348,,8,Masculino,2024,Pública,Ametista,7.9604662539,2.0,7.502,8.5913312695,7.51,9.0,10.0,8.0,,7.83,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-12-04 00:00:00,8.75,EE Jardim Silvania,Cursando
RA-935,ALFA,ALFA O - G2/G3,Aluno-935,,10,Masculino,2023,Pública,Topázio,8.3422,2.0,9.502,10.0,7.51,8.5,10.0,7.0,,7.83,5.0,Fase 1 (3° e 4° ano),-1,2024,2014-09-23 00:00:00,8.75,EE Jardim Campestre,Cursando
RA-1349,ALFA,ALFA O - G2/G3,Aluno-1349,,10,Masculino,2024,Pública,Ametista,7.855727777800001,2.0,8.002,8.388888889,7.51,8.5,10.0,7.0,,7.915,5.0,Fase 1 (3° e 4° ano),-1,2024,2014-09-09 00:00:00,8.4375,EE Jardim Campestre,Cursando
RA-937,ALFA,ALFA O - G2/G3,Aluno-937,,9,Feminino,2023,Pública,Topázio,8.3792,2.0,10.002,10.0,9.38,7.5,8.0,7.0,,7.83,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-03-03 00:00:00,8.75,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1350,ALFA,ALFA O - G2/G3,Aluno-1350,,10,Feminino,2024,Pública,Topázio,8.335450000000002,2.0,8.502,10.0,8.755,8.5,10.0,7.0,,7.83,5.0,Fase 2 (5° e 6° ano),-2,2024,2014-04-10 00:00:00,8.4375,EE Jardim Campestre,Cursando
RA-1351,ALFA,ALFA O - G2/G3,Aluno-1351,,9,Masculino,2024,Pública,Topázio,8.1861038462,2.0,9.002,9.230769231,8.13,8.75,10.0,7.5,,7.665,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-04-20 00:00:00,8.4375,EE Helio Luiz Dobrochinski Prof,Cursando
RA-959,ALFA,ALFA O - G2/G3,Aluno-959,,9,Masculino,2023,Pública,Topázio,8.379818421100001,2.0,10.002,9.7368421055,7.51,9.5,10.0,9.0,,7.5,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-08-17 00:00:00,7.8125,EE Jardim Campestre,Cursando
RA-1352,ALFA,ALFA O - G2/G3,Aluno-1352,,9,Masculino,2024,Pública,Topázio,8.289950000000001,2.0,10.002,9.5,8.13,8.5,8.0,9.0,,7.665,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-03-06 00:00:00,8.4375,EM Amanda Consuelo da Cunha,Cursando
RA-1353,ALFA,ALFA Q - G2/G3,Aluno-1353,,10,Feminino,2024,Pública,Agata,6.454700000000001,2.0,8.002,9.5,7.51,3.0,3.5,2.5,,6.08,5.0,Fase 1 (3° e 4° ano),-1,2024,2014-10-19 00:00:00,6.875,EE Luiz Schunck,Cursando
RA-1354,ALFA,ALFA Q - G2/G3,Aluno-1354,,10,Feminino,2024,Pública,Ametista,7.353427272700001,2.0,9.502,8.3636363635,7.51,6.0,6.5,5.5,,7.335,5.0,Fase 1 (3° e 4° ano),-1,2024,2014-07-08 00:00:00,8.125,EE Luiz Schunck,Cursando
RA-979,ALFA,ALFA Q - G2/G3,Aluno-979,,9,Masculino,2023,Pública,Topázio,8.0352454545,2.0,9.502,9.5227272725,7.51,8.25,9.5,7.0,,7.335,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-07-19 00:00:00,8.125,EM Etelvina Delfim Simões,Cursando
RA-1355,ALFA,ALFA Q - G2/G3,Aluno-1355,,10,Masculino,2024,Pública,Ametista,7.202245454500001,2.0,10.002,6.5227272725,7.51,7.0,8.0,6.0,,7.17,5.0,Fase 1 (3° e 4° ano),-1,2024,2014-10-15 00:00:00,8.125,EE Helio Luiz Dobrochinski Prof,Cursando
RA-971,ALFA,ALFA Q - G2/G3,Aluno-971,,9,Masculino,2023,Pública,Agata,6.8916181818,2.0,7.418,7.909090909,7.51,6.75,8.5,5.0,,6.085,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-03-04 00:00:00,7.5,EE Luiz Schunck,Cursando
RA-972,ALFA,ALFA Q - G2/G3,Aluno-972,,9,Masculino,2023,Pública,Ametista,7.537472727300001,2.0,9.502,8.3863636365,7.51,6.75,8.0,5.5,,7.17,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-09-24 00:00:00,8.75,EM Etelvina Delfim Simões,Cursando
RA-965,ALFA,ALFA Q - G2/G3,Aluno-965,,10,Feminino,2023,Pública,Agata,6.1376545455,2.0,9.002,6.4772727275,7.51,2.25,2.0,2.5,,6.83,5.0,Fase 2 (5° e 6° ano),-2,2024,2014-03-26 00:00:00,8.75,EE Luiz Schunck,Cursando
RA-973,ALFA,ALFA Q - G2/G3,Aluno-973,,10,Masculino,2023,Pública,Agata,6.9318363636,2.0,10.002,9.318181818,7.51,3.75,6.5,1.0,,6.585,5.0,Fase 2 (5° e 6° ano),-2,2024,2014-02-12 00:00:00,7.5,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1356,ALFA,ALFA Q - G2/G3,Aluno-1356,,8,Feminino,2024,Pública,Ametista,7.8695888889,2.0,9.002,9.4444444445,7.51,5.5,5.5,5.5,,7.085,10.0,ALFA (1° e 2° ano),0,2024,2016-08-24 00:00:00,8.125,EE Helio Luiz Dobrochinski Prof,Cursando
RA-966,ALFA,ALFA Q - G2/G3,Aluno-966,,10,Masculino,2023,Pública,Ametista,7.9943363636,2.0,9.502,8.568181818,7.51,9.0,9.5,8.5,,7.335,5.0,Fase 2 (5° e 6° ano),-2,2024,2014-06-05 00:00:00,8.125,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1357,ALFA,ALFA Q - G2/G3,Aluno-1357,,9,Masculino,2024,Pública,Ametista,7.1807,2.0,8.002,7.5,7.51,6.75,8.0,5.5,,7.335,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-01-27 00:00:00,8.125,EE Luiz Schunck,Cursando
RA-969,ALFA,ALFA Q - G2/G3,Aluno-969,,9,Masculino,2023,Pública,Ametista,7.453427272700001,2.0,9.002,7.8636363634999995,7.51,7.25,9.0,5.5,,7.335,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-08-17 00:00:00,8.125,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1358,ALFA,ALFA R - G0/G1,Aluno-1358,,7,Feminino,2024,Pública,Agata,6.552990476200001,2.0,9.168,7.380952381,5.01,4.0,4.0,4.0,,6.17,10.0,ALFA (1° e 2° ano),0,2024,2016-11-10 00:00:00,6.25,EE Luiz Schunck,Cursando
RA-1359,ALFA,ALFA R - G0/G1,Aluno-1359,,7,Feminino,2024,Pública,Ametista,7.2102,2.0,8.502,9.0,5.635,6.0,4.0,8.0,,6.17,10.0,ALFA (1° e 2° ano),0,2024,2017-05-20 00:00:00,5.625,EE Luiz Schunck,Cursando
RA-1360,ALFA,ALFA R - G0/G1,Aluno-1360,,8,Masculino,2024,Pública,Agata,6.8480623189,2.0,8.502,7.0018115945,7.51,5.0,0.0,10.0,,6.42,10.0,ALFA (1° e 2° ano),0,2024,2016-04-28 00:00:00,5.625,EE Luiz Schunck,Cursando
RA-1361,ALFA,ALFA R - G0/G1,Aluno-1361,,8,Feminino,2024,Pública,Topázio,8.738700000000001,2.0,9.502,9.375,5.635,10.0,10.0,10.0,,8.0,10.0,ALFA (1° e 2° ano),0,2024,2016-09-11 00:00:00,7.5,EE Helio Luiz Dobrochinski Prof,Cursando
RA-975,ALFA,ALFA R - G0/G1,Aluno-975,,8,Feminino,2023,Pública,Ametista,7.1463666667000005,2.0,8.502,7.708333333500001,5.01,8.0,8.0,8.0,,7.33,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-12-04 00:00:00,6.875,EE Luiz Schunck,Cursando
RA-1362,ALFA,ALFA R - G0/G1,Aluno-1362,,7,Masculino,2024,Pública,Ametista,7.709200000000001,2.0,10.002,6.875,5.635,8.5,8.0,9.0,,6.915,10.0,ALFA (1° e 2° ano),0,2024,2017-06-02 00:00:00,6.875,EE Luiz Schunck,Cursando
RA-977,ALFA,ALFA R - G0/G1,Aluno-977,,8,Feminino,2023,Pública,Ametista,7.188033333300001,2.0,10.002,7.291666666499999,6.26,7.0,5.0,9.0,,7.58,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-12-30 00:00:00,6.875,EE Luiz Schunck,Cursando
RA-1363,ALFA,ALFA S - G2/G3,Aluno-1363,,7,Feminino,2024,Pública,Ametista,7.690800000000001,2.0,7.418,10.0,5.635,6.5,6.5,6.5,,6.99,10.0,ALFA (1° e 2° ano),0,2024,2017-01-21 00:00:00,6.875,EE Luiz Schunck,Cursando
RA-981,ALFA,ALFA S - G2/G3,Aluno-981,,8,Feminino,2023,Pública,Agata,6.6513739130000005,2.0,9.002,7.010869565,6.26,6.0,6.0,6.0,,6.99,5.0,Fase 1 (3° e 4° ano),-1,2024,2016-01-20 00:00:00,6.25,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1364,ALFA,ALFA S - G2/G3,Aluno-1364,,9,Masculino,2024,Pública,Ametista,7.570033333300001,2.0,8.002,8.4166666665,7.51,8.75,9.5,8.0,,6.99,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-09-24 00:00:00,6.875,EE Luiz Schunck,Cursando
RA-1365,ALFA,ALFA S - G2/G3,Aluno-1365,,9,Masculino,2024,Pública,Ametista,7.3700333333,2.0,9.002,9.7916666665,6.26,6.5,5.5,7.5,,6.99,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-07-21 00:00:00,6.875,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1366,ALFA,ALFA S - G2/G3,Aluno-1366,,8,Feminino,2024,Pública,Agata,6.919852173900001,2.0,9.002,6.6032608695,7.51,6.5,6.5,6.5,,6.99,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-11-29 00:00:00,7.5,EE Luiz Schunck,Cursando
RA-974,ALFA,ALFA S - G2/G3,Aluno-974,,8,Masculino,2023,Pública,Ametista,7.6077217391,2.0,9.502,9.282608695499999,7.51,6.5,6.0,7.0,,7.5,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-12-09 00:00:00,7.5,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1367,ALFA,ALFA S - G2/G3,Aluno-1367,,8,Feminino,2024,Pública,Topázio,8.427286956500001,2.0,10.002,8.3804347825,7.51,8.75,9.0,8.5,,7.5,10.0,ALFA (1° e 2° ano),0,2024,2016-08-17 00:00:00,7.5,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1368,ALFA,ALFA S - G2/G3,Aluno-1368,,8,Masculino,2024,Pública,Topázio,8.6012,2.0,7.002,10.0,7.51,9.5,10.0,9.0,,7.5,10.0,ALFA (1° e 2° ano),0,2024,2016-09-18 00:00:00,7.5,EE Luiz Schunck,Cursando
RA-1369,ALFA,ALFA S - G2/G3,Aluno-1369,,7,Feminino,2024,Pública,Topázio,8.052286956500001,2.0,8.502,8.6304347825,6.26,8.0,8.0,8.0,,7.5,10.0,ALFA (1° e 2° ano),0,2024,2017-02-05 00:00:00,7.5,EE Luiz Schunck,Cursando
RA-978,ALFA,ALFA S - G2/G3,Aluno-978,,8,Feminino,2023,Pública,Ametista,7.4637,2.0,9.502,9.5,6.26,6.5,6.0,7.0,,7.5,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-11-10 00:00:00,6.875,EE Luiz Schunck,Cursando
RA-1370,ALFA,ALFA S - G2/G3,Aluno-1370,,9,Masculino,2024,Pública,Topázio,8.0456444444,2.0,10.002,8.722222222,7.51,9.0,10.0,8.0,,7.5,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-09-04 00:00:00,7.5,EE Luiz Schunck,Cursando
RA-1371,ALFA,ALFA S - G2/G3,Aluno-1371,,11,Feminino,2024,Pública,Agata,6.4843521739,2.0,7.502,6.9782608695,7.51,4.5,3.0,6.0,,7.5,5.0,Fase 1 (3° e 4° ano),-1,2024,2013-06-26 00:00:00,6.875,EE Helio Luiz Dobrochinski Prof,Cursando
RA-1372,ALFA,ALFA T - G2/G3,Aluno-1372,,8,Feminino,2024,Pública,Ametista,7.9632000000000005,2.0,9.502,10.0,8.13,4.75,3.0,6.5,,7.5,10.0,ALFA (1° e 2° ano),0,2024,2016-06-16 00:00:00,7.5,EE Jardim Silvania,Cursando
RA-1373,ALFA,ALFA T - G2/G3,Aluno-1373,,9,Feminino,2024,Pública,Ametista,7.577286956500001,2.0,9.502,8.8804347825,7.51,6.75,6.0,7.5,,7.5,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-08-04 00:00:00,7.5,EE Joaquim Mendes Feliz,Cursando
RA-1374,ALFA,ALFA T - G2/G3,Aluno-1374,,9,Masculino,2024,Pública,Ametista,7.3707652174,2.0,9.502,9.347826087,7.51,5.25,5.0,5.5,,7.5,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-03-20 00:00:00,7.5,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1375,ALFA,ALFA T - G2/G3,Aluno-1375,,9,Masculino,2024,Pública,Topázio,8.101200000000002,2.0,9.502,10.0,7.51,8.25,10.0,6.5,,7.5,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-08-01 00:00:00,7.5,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1376,ALFA,ALFA T - G2/G3,Aluno-1376,,9,Masculino,2024,Pública,Topázio,8.2742769231,2.0,9.002,9.6153846155,7.51,9.75,10.0,9.5,,7.5,5.0,Fase 1 (3° e 4° ano),-1,2024,2015-10-16 00:00:00,7.5,EE Dom Pedro Villas Boas de Souza,Cursando
RA-994,ALFA,ALFA T - G2/G3,Aluno-994,,9,Feminino,2023,Pública,Ametista,7.7982217391,2.0,9.002,9.532608695499999,6.88,8.25,10.0,6.5,,7.33,5.0,Fase 1 (3° e 4° ano),-1,2024,2014-12-18 00:00:00,6.875,EE Levi Pereira Martins Professor,Cursando
RA-1377,ALFA,ALFA T - G2/G3,Aluno-1377,,8,Masculino,2024,Pública,Ametista,7.8987,2.0,9.002,10.0,8.13,5.5,5.0,6.0,,6.99,10.0,ALFA (1° e 2° ano),0,2024,2016-08-09 00:00:00,6.875,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1378,ALFA,ALFA U - G2/G3,Aluno-1378,,10,Feminino,2024,Pública,Ametista,7.6703428571,2.0,9.002,9.2857142855,8.13,6.75,7.5,6.0,,7.5,5.0,Fase 1 (3° e 4° ano),-1,2024,2014-09-30 00:00:00,7.5,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
