RA,Nome Anonimizado,Fase,Pedra atual,INDE atual,prob_lgbm,prob_xgb,prob_mlp,prob_stacking,prob_final,top_3_fatores,faixa_risco,prob_experimental
RA-1490,Aluno-1490,2,Ametista,7.3725768116,0.3564,0.3799,0.4665,0.2736,0.3382,IPV(−0.26) | Defasagem(−0.18) | Idade(+0.14),Médio,0.2904
RA-1344,Aluno-1344,0,Topázio,9.3612,0.4104,0.4213,0.3397,0.2171,0.3379,Idade(−0.96) | FaseIdeal_num(−0.18) | Defasagem(−0.16),Médio,0.3962
RA-904,Aluno-904,0,Ametista,7.6352,0.4083,0.4353,0.2863,0.219,0.3377,Idade(−0.97) | FaseIdeal_num(−0.16) | IPV(+0.15),Médio,0.3906
RA-684,Aluno-684,1,Ametista,7.769381818200001,0.3974,0.3883,0.2987,0.1734,0.3371,Idade(−0.79) | Defasagem(−0.22) | FaseIdeal_num(−0.11),Médio,0.3018
RA-1376,Aluno-1376,0,Topázio,8.2742769231,0.3229,0.3323,0.4688,0.257,0.3363,Idade(−0.80) | FaseIdeal_num(−0.19) | gap_Por_Ing(+0.15),Médio,0.2264
RA-895,Aluno-895,0,Topázio,8.2579575757,0.3659,0.4088,0.7513,0.5073,0.336,Idade(−0.80) | FaseIdeal_num(−0.21) | Defasagem(−0.10),Médio,0.3155
RA-613,Aluno-613,3,Ametista,7.4019,0.4107,0.4589,0.587,0.4509,0.3355,Ing(−0.29) | IPV(−0.27) | Defasagem(−0.19),Médio,0.367
RA-930,Aluno-930,0,Ametista,7.9298184211,0.3493,0.335,0.2782,0.1725,0.3353,Idade(−0.85) | gap_Por_Ing(+0.25) | FaseIdeal_num(−0.17),Médio,0.2714
RA-1368,Aluno-1368,0,Topázio,8.6012,0.368,0.3835,0.539,0.2764,0.3349,Idade(−0.78) | Defasagem(−0.19) | FaseIdeal_num(−0.18),Médio,0.3264
RA-1390,Aluno-1390,0,Topázio,8.4930333333,0.3951,0.4365,0.3792,0.2433,0.334,Idade(−0.72) | Defasagem(−0.18) | FaseIdeal_num(−0.17),Médio,0.3429
RA-1391,Aluno-1391,0,Topázio,8.8435333333,0.3608,0.3814,0.5228,0.2879,0.3338,Idade(−0.85) | Defasagem(−0.17) | FaseIdeal_num(−0.17),Médio,0.3099
RA-1345,Aluno-1345,0,Ametista,7.2340128655,0.3855,0.395,0.33,0.2323,0.3338,Idade(−0.68) | gap_Mat_Por(+0.12) | FaseIdeal_num(−0.12),Médio,0.3321
RA-1131,Aluno-1131,3,Topázio,8.2889555555,0.4449,0.4729,0.672,0.4046,0.3337,Defasagem(−0.47) | Ing(−0.20) | pedra_delta_1(+0.16),Médio,0.3908
RA-1004,Aluno-1004,0,Ametista,7.801200000000001,0.3226,0.3035,0.3222,0.1969,0.3324,Idade(−0.72) | FaseIdeal_num(−0.11) | Defasagem(−0.10),Médio,0.2697
RA-1372,Aluno-1372,0,Ametista,7.9632,0.3369,0.2987,0.2836,0.1839,0.3323,Idade(−0.58) | IPS_z_faseAno(+0.20) | Defasagem(−0.19),Médio,0.2145
RA-1377,Aluno-1377,0,Ametista,7.8987,0.3451,0.2804,0.2776,0.1688,0.3323,Idade(−0.53) | IPS_z_faseAno(+0.20) | Defasagem(−0.18),Médio,0.1665
RA-1392,Aluno-1392,0,Quartzo,5.4262,0.3655,0.3299,0.2562,0.1759,0.3323,Idade(−0.64) | IPV(−0.15) | Defasagem(−0.12),Médio,0.2292
RA-1300,Aluno-1300,0,Ametista,7.623866666600001,0.3103,0.3047,0.577,0.3289,0.332,Idade(−0.87) | gap_Por_Ing(+0.20) | FaseIdeal_num(−0.19),Médio,0.2178
RA-1325,Aluno-1325,0,Topázio,8.9824954545,0.3538,0.3608,0.6007,0.3213,0.3316,Idade(−0.82) | FaseIdeal_num(−0.17) | Defasagem(−0.16),Médio,0.2892
RA-1013,Aluno-1013,0,Quartzo,5.7839559808,0.3273,0.2792,0.284,0.1802,0.3309,Idade(−0.63) | FaseIdeal_num(−0.13) | gap_Mat_Por(−0.11),Médio,0.183
RA-92,Aluno-92,7,Topázio,8.052279017,0.4585,0.4422,0.7407,0.595,0.3308,Defasagem(−0.37) | Ing(−0.26) | IPV(−0.18),Médio,0.3575
RA-941,Aluno-941,0,Ametista,7.746700000000001,0.3291,0.3852,0.4283,0.2816,0.3305,Idade(−0.81) | gap_Mat_Por(−0.22) | FaseIdeal_num(−0.19),Médio,0.289
RA-789,Aluno-789,1,Topázio,8.0443904763,0.3559,0.3646,0.8401,0.5897,0.3304,Idade(−0.73) | Defasagem(−0.25) | FaseIdeal_num(−0.14),Médio,0.3147
RA-937,Aluno-937,0,Topázio,8.3792,0.4044,0.4241,0.4575,0.3332,0.3301,Idade(−0.81) | IPS_z_faseAno(+0.22) | FaseIdeal_num(−0.19),Médio,0.3459
RA-1522,Aluno-1522,3,Topázio,8.3261,0.3645,0.3279,0.4063,0.2453,0.3299,Defasagem(−0.35) | IPS_z_faseAno(+0.24) | gap_Por_Ing(−0.23),Baixo,0.2556
RA-1366,Aluno-1366,0,Agata,6.919852173900001,0.3672,0.3641,0.3251,0.2177,0.3296,Idade(−0.73) | IPV(−0.16) | FaseIdeal_num(−0.12),Baixo,0.2641
RA-1188,Aluno-1188,5,Ametista,7.801633333400001,0.4188,0.4123,0.7107,0.458,0.3294,IPV(−0.33) | Ing(−0.30) | IPS_z_faseAno(+0.21),Baixo,0.303
RA-1446,Aluno-1446,1,Quartzo,5.9004061924,0.396,0.4114,0.2598,0.1843,0.3291,Idade(−0.63) | Defasagem(−0.23) | IPV(−0.11),Baixo,0.2891
RA-1308,Aluno-1308,0,Agata,6.876997101400001,0.3728,0.3394,0.3221,0.2147,0.3291,Idade(−0.66) | gap_Mat_Por(−0.15) | FaseIdeal_num(−0.13),Baixo,0.2793
RA-548,Aluno-548,3,Ametista,7.240168803466668,0.3896,0.3708,0.7077,0.524,0.3274,Defasagem(−0.32) | IPV(−0.22) | gap_Por_Ing(−0.17),Baixo,0.2873
RA-1358,Aluno-1358,0,Agata,6.552990476200001,0.3649,0.3482,0.3253,0.2017,0.3274,Idade(−0.63) | Defasagem(−0.19) | FaseIdeal_num(−0.11),Baixo,0.2408
RA-509,Aluno-509,3,Agata,6.918152272733334,0.3502,0.3327,0.4194,0.2932,0.3271,Defasagem(−0.45) | Ing(−0.22) | IPV(−0.21),Baixo,0.2532
RA-1102,Aluno-1102,3,Topázio,8.440611904733334,0.3436,0.3631,0.659,0.3532,0.3269,Defasagem(−0.32) | IPV(−0.25) | Ing(−0.16),Baixo,0.2817
RA-1122,Aluno-1122,3,Ametista,7.817322222166666,0.3552,0.3436,0.3636,0.1931,0.3268,Defasagem(−0.37) | IPV(−0.22) | Idade(+0.18),Baixo,0.2616
RA-39,Aluno-39,8,,,0.4483,0.6726,0.4896,0.3099,0.3265,Defasagem(−0.33) | Ing(−0.27) | IPV(−0.18),Baixo,0.2827
RA-38,Aluno-38,8,,,0.4466,0.6726,0.8601,0.6011,0.3265,Defasagem(−0.33) | Ing(−0.27) | IPV(−0.18),Baixo,0.2843
RA-1328,Aluno-1328,0,Topázio,8.0588666667,0.3626,0.3792,0.4305,0.2841,0.3264,Idade(−0.84) | FaseIdeal_num(−0.20) | gap_Por_Ing(+0.14),Baixo,0.3258
RA-155,Aluno-155,8,,,0.4465,0.6386,0.6354,0.3841,0.326,Defasagem(−0.32) | Ing(−0.29) | IPV(−0.18),Baixo,0.2647
RA-972,Aluno-972,0,Ametista,7.537472727300001,0.3722,0.3424,0.5694,0.3765,0.3255,Idade(−0.68) | IPV(−0.17) | Defasagem(−0.14),Baixo,0.2707
RA-896,Aluno-896,1,Topázio,8.2852454545,0.3857,0.4156,0.2804,0.2174,0.3251,Idade(−0.78) | Defasagem(−0.23) | pedra_delta_1(+0.15),Baixo,0.3534
RA-889,Aluno-889,0,Topázio,8.191290909100001,0.3505,0.4333,0.5784,0.3686,0.3248,Idade(−0.87) | FaseIdeal_num(−0.21) | pedra_delta_1(+0.16),Baixo,0.2933
RA-924,Aluno-924,0,Agata,6.4727360962,0.4257,0.4385,0.8282,0.5485,0.3247,Idade(−0.76) | IAA_decile_fase(+0.19) | gap_Mat_Por(−0.13),Baixo,0.3525
RA-469,Aluno-469,3,Ametista,7.684639869300001,0.3647,0.3634,0.4483,0.3095,0.3247,Defasagem(−0.32) | IPV(−0.25) | gap_Por_Ing(−0.18),Baixo,0.2777
RA-1301,Aluno-1301,0,Quartzo,5.6345333333,0.3347,0.3121,0.8273,0.5096,0.3247,Idade(−0.55) | gap_Mat_Por(−0.15) | FaseIdeal_num(−0.12),Baixo,0.2198
RA-357,Aluno-357,3,Ametista,7.731569404200001,0.4066,0.3669,0.5081,0.3667,0.3246,IPV(−0.31) | Defasagem(−0.23) | gap_Por_Ing(−0.22),Baixo,0.2446
RA-1323,Aluno-1323,0,Ametista,7.487366666700001,0.3436,0.3169,0.2817,0.1824,0.3241,Idade(−0.65) | gap_Mat_Por(−0.16) | Defasagem(−0.13),Baixo,0.2525
RA-1117,Aluno-1117,3,Ametista,7.601562962866668,0.3163,0.3063,0.2702,0.1508,0.3236,Defasagem(−0.35) | gap_Por_Ing(−0.18) | IPV(−0.16),Baixo,0.2256
RA-62,Aluno-62,8,,,0.441,0.6626,0.8342,0.5428,0.3229,Defasagem(−0.33) | Ing(−0.27) | IPV(−0.18),Baixo,0.2802
RA-1313,Aluno-1313,0,Topázio,8.0155333334,0.3978,0.4118,0.3752,0.2648,0.3219,Idade(−0.79) | Defasagem(−0.17) | FaseIdeal_num(−0.17),Baixo,0.3381
RA-1014,Aluno-1014,0,Agata,6.315972727300001,0.334,0.3335,0.2543,0.1749,0.3206,Idade(−0.68) | IPV(−0.15) | gap_Mat_Por(−0.15),Baixo,0.2495
RA-1003,Aluno-1003,0,Ametista,7.627588888900001,0.3625,0.3237,0.4857,0.3083,0.3205,Idade(−0.68) | gap_Mat_Por(−0.23) | pedra_delta_1(+0.16),Baixo,0.2566
RA-1165,Aluno-1165,3,Ametista,7.908044272466667,0.4233,0.396,0.5396,0.3475,0.3201,Defasagem(−0.46) | Ing(−0.25) | gap_Por_Ing(−0.21),Baixo,0.2508
RA-884,Aluno-884,0,Topázio,8.0345030302,0.3705,0.3958,0.5126,0.356,0.3199,Idade(−0.80) | FaseIdeal_num(−0.19) | IPV(+0.13),Baixo,0.278
RA-920,Aluno-920,0,Ametista,7.7494938597,0.3974,0.382,0.7895,0.5322,0.3191,Idade(−0.82) | FaseIdeal_num(−0.19) | IPV(+0.14),Baixo,0.3052
RA-888,Aluno-888,0,Topázio,8.1942,0.3611,0.3924,0.4527,0.2728,0.3179,Idade(−0.80) | gap_Por_Ing(+0.22) | FaseIdeal_num(−0.21),Baixo,0.2829
RA-1293,Aluno-1293,0,Topázio,8.005023232300001,0.3917,0.4094,0.3994,0.277,0.3178,Idade(−0.82) | FaseIdeal_num(−0.20) | gap_Por_Ing(+0.10),Baixo,0.3234
RA-1310,Aluno-1310,0,Topázio,8.3907833334,0.3512,0.3802,0.3035,0.2072,0.3176,Idade(−0.81) | Defasagem(−0.20) | FaseIdeal_num(−0.18),Baixo,0.2785
RA-1284,Aluno-1284,0,Topázio,8.3800152174,0.3275,0.3517,0.3136,0.2056,0.3176,Idade(−0.73) | Defasagem(−0.21) | FaseIdeal_num(−0.18),Baixo,0.2444
RA-220,Aluno-220,5,Ametista,7.6987770562666675,0.3531,0.4019,0.2859,0.2367,0.3174,Defasagem(−0.38) | Ing(−0.30) | IPV(−0.22),Baixo,0.2964
RA-1287,Aluno-1287,0,Ametista,7.619650310500001,0.3508,0.4168,0.7571,0.4777,0.3162,Idade(−0.86) | FaseIdeal_num(−0.18) | IPV(+0.12),Baixo,0.2834
RA-1142,Aluno-1142,3,Topázio,8.390566666666668,0.4222,0.4356,0.6024,0.3694,0.3161,Defasagem(−0.34) | IPV(−0.22) | gap_Mat_Por(−0.19),Baixo,0.3449
RA-96,Aluno-96,8,,,0.4305,0.6431,0.7693,0.4783,0.3159,Defasagem(−0.32) | Ing(−0.29) | IPV(−0.18),Baixo,0.2561
RA-1541,Aluno-1541,3,Topázio,8.337,0.3561,0.3658,0.2793,0.1817,0.3156,Defasagem(−0.44) | Ing(−0.27) | gap_Por_Ing(−0.14),Baixo,0.2456
RA-1273,Aluno-1273,8,,,0.4407,0.6638,0.2543,0.1949,0.3155,Defasagem(−0.33) | Ing(−0.29) | IPV(−0.18),Baixo,0.2618
RA-375,Aluno-375,3,Ametista,7.970034615400001,0.3582,0.3228,0.4959,0.3475,0.3142,Defasagem(−0.30) | gap_Por_Ing(−0.20) | IPV(−0.17),Baixo,0.2208
RA-981,Aluno-981,0,Agata,6.6513739130000005,0.3606,0.343,0.3093,0.2275,0.314,Idade(−0.72) | IPV(−0.15) | FaseIdeal_num(−0.12),Baixo,0.2156
RA-657,Aluno-657,3,Topázio,8.207433333400001,0.3801,0.3936,0.5831,0.3855,0.3136,Defasagem(−0.39) | IPV(−0.25) | gap_Por_Ing(−0.16),Baixo,0.3183
RA-910,Aluno-910,1,Topázio,8.1163818182,0.2961,0.2879,0.8196,0.5162,0.3136,Idade(−0.57) | Defasagem(−0.23) | gap_Mat_Por(−0.17),Baixo,0.2225
RA-1278,Aluno-1278,0,Quartzo,5.444199999900001,0.3366,0.3043,0.8317,0.5166,0.3134,Idade(−0.58) | FaseIdeal_num(−0.13) | gap_Mat_Por(−0.11),Baixo,0.2111
RA-934,Aluno-934,0,Topázio,8.338700000000001,0.3616,0.3581,0.6323,0.4038,0.313,Idade(−0.67) | FaseIdeal_num(−0.19) | gap_Mat_Por(−0.18),Baixo,0.2767
RA-1343,Aluno-1343,0,Topázio,8.8262,0.357,0.4057,0.3427,0.2034,0.3125,Idade(−0.84) | Defasagem(−0.20) | FaseIdeal_num(−0.19),Baixo,0.3552
RA-1363,Aluno-1363,0,Ametista,7.690800000000001,0.3245,0.3212,0.321,0.1833,0.3122,Idade(−0.54) | Defasagem(−0.23) | IPV(−0.12),Baixo,0.2049
RA-173,Aluno-173,8,,,0.4294,0.6377,0.7335,0.4485,0.3122,Defasagem(−0.32) | Ing(−0.29) | IPV(−0.18),Baixo,0.2543
RA-27,Aluno-27,8,,,0.4398,0.6306,0.71,0.4357,0.312,Defasagem(−0.32) | Ing(−0.27) | IPV(−0.18),Baixo,0.2513
RA-1221,Aluno-1221,8,,,0.4371,0.5518,0.3864,0.2402,0.3114,Defasagem(−0.37) | Ing(−0.35) | IPV(−0.18),Baixo,0.2966
RA-985,Aluno-985,1,Topázio,8.2432,0.3029,0.3427,0.5842,0.3742,0.3112,Idade(−0.63) | Defasagem(−0.23) | pedra_delta_1(+0.14),Baixo,0.2471
RA-1389,Aluno-1389,0,Topázio,8.980533333299999,0.3414,0.3736,0.3871,0.2146,0.3104,Idade(−0.83) | Defasagem(−0.19) | FaseIdeal_num(−0.18),Baixo,0.2597
RA-1539,Aluno-1539,3,Ametista,7.709588888900001,0.3586,0.3261,0.2618,0.1524,0.3102,Defasagem(−0.39) | IPV(−0.23) | gap_Por_Ing(−0.21),Baixo,0.2108
RA-868,Aluno-868,0,Ametista,7.156366666600001,0.2974,0.2954,0.2873,0.1662,0.3098,Idade(−0.68) | gap_Mat_Por(−0.18) | IPV(−0.14),Baixo,0.1905
RA-1296,Aluno-1296,0,Ametista,7.0574222223000005,0.3193,0.382,0.7474,0.4796,0.3087,Idade(−0.95) | FaseIdeal_num(−0.20) | IPV(+0.13),Baixo,0.3048
RA-1393,Aluno-1393,0,Ametista,7.2597,0.3009,0.3485,0.2797,0.1699,0.3082,Idade(−0.77) | Defasagem(−0.27) | FaseIdeal_num(−0.13),Baixo,0.2401
RA-1129,Aluno-1129,3,Ametista,7.360417647066668,0.3667,0.296,0.7685,0.4538,0.3076,Defasagem(−0.29) | IPV(−0.21) | gap_Por_Ing(−0.18),Baixo,0.2471
RA-1615,Aluno-1615,5,Topázio,8.417533333333333,0.3819,0.351,0.3871,0.2172,0.3067,Defasagem(−0.34) | Ing(−0.24) | IPS_z_faseAno(+0.23),Baixo,0.2976
RA-885,Aluno-885,0,Topázio,8.2072,0.3628,0.3941,0.3817,0.2548,0.3067,Idade(−0.72) | FaseIdeal_num(−0.18) | pedra_delta_1(+0.17),Baixo,0.2968
RA-892,Aluno-892,1,Topázio,8.697700000000001,0.3546,0.3795,0.3831,0.2358,0.3066,Idade(−0.73) | Defasagem(−0.23) | gap_Mat_Por(−0.22),Baixo,0.3144
RA-945,Aluno-945,0,Ametista,7.4195809524,0.2805,0.2591,0.3458,0.176,0.306,Idade(−0.60) | gap_Mat_Por(−0.21) | Defasagem(−0.12),Baixo,0.1474
RA-979,Aluno-979,0,Topázio,8.0352454545,0.331,0.2883,0.6606,0.4244,0.3058,Idade(−0.49) | gap_Mat_Por(−0.16) | Defasagem(−0.15),Baixo,0.2269
RA-1312,Aluno-1312,0,Ametista,7.510200000000001,0.3754,0.4159,0.3241,0.2388,0.3058,Idade(−0.93) | FaseIdeal_num(−0.17) | IPV(+0.13),Baixo,0.3524
RA-760,Aluno-760,3,Agata,6.942581818200001,0.4062,0.4007,0.3735,0.228,0.3052,Defasagem(−0.31) | Ing(−0.24) | IPV(−0.19),Baixo,0.3127
RA-1319,Aluno-1319,0,Ametista,7.201526797300001,0.3005,0.3,0.416,0.2482,0.305,Idade(−0.77) | gap_Mat_Por(−0.22) | FaseIdeal_num(−0.14),Baixo,0.2205
RA-1315,Aluno-1315,0,Topázio,8.3510666667,0.3343,0.3575,0.3067,0.1779,0.3043,Idade(−0.79) | gap_Por_Ing(+0.22) | FaseIdeal_num(−0.19),Baixo,0.294
RA-1385,Aluno-1385,0,Ametista,7.7262,0.298,0.2742,0.6304,0.3135,0.3042,Idade(−0.56) | gap_Mat_Por(−0.17) | Defasagem(−0.13),Baixo,0.1821
RA-1387,Aluno-1387,0,Ametista,7.8030796992,0.3275,0.326,0.3531,0.2126,0.3035,Idade(−0.68) | gap_Mat_Por(−0.15) | Defasagem(−0.13),Baixo,0.2591
RA-1348,Aluno-1348,0,Ametista,7.9604662539,0.3058,0.3086,0.336,0.1849,0.3033,Idade(−0.80) | gap_Mat_Por(−0.22) | FaseIdeal_num(−0.21),Baixo,0.2149
RA-1311,Aluno-1311,0,Agata,6.4118666668,0.3381,0.3369,0.2922,0.1776,0.3029,Idade(−0.73) | Defasagem(−0.25) | FaseIdeal_num(−0.12),Baixo,0.2433
RA-1383,Aluno-1383,0,Topázio,8.3720803259,0.2953,0.2741,0.3562,0.1857,0.3018,Idade(−0.57) | Defasagem(−0.22) | gap_Mat_Por(−0.21),Baixo,0.1981
RA-1492,Aluno-1492,2,Topázio,8.479020512900002,0.3945,0.4248,0.613,0.3289,0.3017,Idade(−0.83) | Defasagem(−0.18) | FaseIdeal_num(−0.17),Baixo,0.3507
RA-1089,Aluno-1089,3,Ametista,7.6221531746,0.3468,0.3009,0.6451,0.3881,0.3006,Defasagem(−0.31) | IPV(−0.25) | Ing(−0.23),Baixo,0.2277
RA-364,Aluno-364,3,Topázio,8.2697037582,0.3586,0.3899,0.4155,0.3137,0.2998,Defasagem(−0.39) | IPV(−0.25) | Ing(−0.18),Baixo,0.2724
RA-1009,Aluno-1009,0,Agata,6.395389393900001,0.3111,0.3137,0.6421,0.3869,0.2992,Idade(−0.68) | gap_Mat_Por(−0.20) | FaseIdeal_num(−0.13),Baixo,0.2225
RA-1282,Aluno-1282,0,Ametista,7.8769272727000015,0.3213,0.3706,0.3724,0.2373,0.2992,Idade(−0.78) | FaseIdeal_num(−0.21) | gap_Mat_Por(−0.16),Baixo,0.2357
RA-1276,Aluno-1276,0,Topázio,8.002866666700001,0.3079,0.2836,0.328,0.1974,0.2992,Idade(−0.47) | Defasagem(−0.24) | gap_Mat_Por(−0.15),Baixo,0.2013
RA-1351,Aluno-1351,0,Topázio,8.1861038462,0.3146,0.2874,0.3284,0.2133,0.2991,Idade(−0.81) | IPS_z_faseAno(+0.24) | FaseIdeal_num(−0.18),Baixo,0.1774
RA-1280,Aluno-1280,0,Topázio,8.152624242500002,0.3458,0.3817,0.4033,0.2568,0.2989,Idade(−0.71) | FaseIdeal_num(−0.17) | gap_Mat_Por(−0.13),Baixo,0.2616
RA-1307,Aluno-1307,0,Agata,6.5940333333000005,0.3189,0.2992,0.3455,0.1892,0.2988,Idade(−0.57) | Defasagem(−0.19) | gap_Mat_Por(−0.15),Baixo,0.1965
RA-1275,Aluno-1275,0,Ametista,7.611366666700001,0.2912,0.2729,0.5763,0.2768,0.2984,Idade(−0.48) | Defasagem(−0.22) | gap_Mat_Por(−0.15),Baixo,0.1809
RA-907,Aluno-907,0,Ametista,7.9400888889,0.2776,0.2402,0.2793,0.1558,0.2979,Idade(−0.66) | gap_Mat_Por(−0.17) | Defasagem(−0.14),Baixo,0.1463
RA-1277,Aluno-1277,0,Ametista,7.952200000100001,0.2991,0.2697,0.4402,0.225,0.2972,Idade(−0.46) | Defasagem(−0.25) | gap_Mat_Por(−0.15),Baixo,0.1892
RA-1298,Aluno-1298,0,Ametista,7.577287995300001,0.315,0.3246,0.3653,0.218,0.2971,Idade(−0.66) | Defasagem(−0.22) | FaseIdeal_num(−0.08),Baixo,0.2333
RA-867,Aluno-867,0,Ametista,7.583018181800001,0.2979,0.2779,0.2935,0.1892,0.2968,Idade(−0.69) | gap_Mat_Por(−0.19) | Defasagem(−0.14),Baixo,0.1945
RA-1528,Aluno-1528,3,Ametista,7.622584090933335,0.2975,0.2941,0.2785,0.156,0.2968,Defasagem(−0.36) | Ing(−0.28) | IPV(−0.21),Baixo,0.1991
RA-950,Aluno-950,0,Ametista,7.693461904800001,0.3374,0.3428,0.279,0.1759,0.2962,Idade(−0.89) | FaseIdeal_num(−0.19) | Defasagem(−0.11),Baixo,0.2773
RA-1538,Aluno-1538,3,Ametista,7.9631703704333345,0.2872,0.2874,0.3408,0.1713,0.2962,Defasagem(−0.36) | IPV(−0.25) | Ing(−0.23),Baixo,0.1733
RA-858,Aluno-858,0,Agata,6.917866666700001,0.3036,0.3038,0.7206,0.4045,0.2932,Idade(−0.74) | gap_Mat_Por(−0.18) | FaseIdeal_num(−0.14),Baixo,0.181
RA-969,Aluno-969,0,Ametista,7.453427272700001,0.3576,0.3376,0.6093,0.392,0.2925,Idade(−0.82) | gap_Mat_Por(−0.17) | Defasagem(−0.16),Baixo,0.2463
RA-923,Aluno-923,1,Ametista,7.688609090900001,0.359,0.3448,0.2583,0.1918,0.2922,Idade(−0.78) | Defasagem(−0.26) | FaseIdeal_num(−0.12),Baixo,0.28
RA-903,Aluno-903,1,Topázio,8.0758287879,0.3353,0.336,0.2738,0.1639,0.2922,Idade(−0.70) | Defasagem(−0.25) | gap_Mat_Por(−0.15),Baixo,0.3021
RA-1525,Aluno-1525,3,Ametista,7.778263492033334,0.3433,0.289,0.2561,0.1451,0.2921,Defasagem(−0.48) | Ing(−0.26) | gap_Por_Ing(−0.14),Baixo,0.2001
RA-1356,Aluno-1356,0,Ametista,7.8695888889,0.2938,0.2602,0.2939,0.1675,0.2908,Idade(−0.56) | Defasagem(−0.21) | IPV(−0.13),Baixo,0.1614
RA-1380,Aluno-1380,0,Ametista,7.964342230600001,0.282,0.2885,0.3268,0.1762,0.2898,Idade(−0.58) | Defasagem(−0.26) | gap_Mat_Por(−0.14),Baixo,0.1862
RA-971,Aluno-971,0,Agata,6.8916181818,0.3285,0.296,0.2713,0.1602,0.2898,Idade(−0.69) | gap_Mat_Por(−0.20) | FaseIdeal_num(−0.13),Baixo,0.2251
RA-984,Aluno-984,1,Topázio,8.475080952400003,0.3317,0.3592,0.4356,0.2619,0.2898,Idade(−0.72) | Defasagem(−0.26) | FaseIdeal_num(−0.13),Baixo,0.2748
RA-987,Aluno-987,1,Topázio,8.3028861472,0.3156,0.3045,0.8483,0.5799,0.2893,Idade(−0.67) | Defasagem(−0.21) | FaseIdeal_num(−0.13),Baixo,0.2547
RA-1375,Aluno-1375,0,Topázio,8.101200000000002,0.3142,0.2816,0.3237,0.197,0.2889,Idade(−0.56) | gap_Mat_Por(−0.19) | Defasagem(−0.15),Baixo,0.2046
RA-1290,Aluno-1290,0,Topázio,8.407200000000001,0.3485,0.3527,0.4225,0.2665,0.2887,Idade(−0.79) | FaseIdeal_num(−0.17) | gap_Mat_Por(−0.13),Baixo,0.2798
RA-1324,Aluno-1324,0,Topázio,8.332450000000001,0.3309,0.3137,0.3823,0.2276,0.2887,Idade(−0.66) | gap_Mat_Por(−0.18) | FaseIdeal_num(−0.17),Baixo,0.2333
RA-980,Aluno-980,1,Ametista,7.946388311600001,0.3279,0.2849,0.7059,0.4237,0.288,Idade(−0.58) | Defasagem(−0.22) | gap_Mat_Por(−0.11),Baixo,0.2343
RA-1279,Aluno-1279,0,Topázio,8.0822,0.3369,0.309,0.5884,0.3307,0.2871,Idade(−0.74) | FaseIdeal_num(−0.19) | gap_Mat_Por(−0.17),Baixo,0.2149
RA-1382,Aluno-1382,0,Ametista,7.834830952400001,0.2984,0.2863,0.3673,0.2053,0.2868,Idade(−0.72) | gap_Mat_Por(−0.15) | FaseIdeal_num(−0.14),Baixo,0.2038
RA-1329,Aluno-1329,0,Ametista,7.98945,0.2807,0.253,0.3354,0.1669,0.2852,Idade(−0.47) | Defasagem(−0.20) | gap_Mat_Por(−0.16),Baixo,0.1847
RA-1322,Aluno-1322,0,Topázio,8.47795,0.3173,0.3549,0.4704,0.2668,0.2848,Idade(−0.83) | Defasagem(−0.24) | FaseIdeal_num(−0.13),Baixo,0.2941
RA-1339,Aluno-1339,0,Ametista,7.3547,0.2947,0.2834,0.5665,0.2706,0.2843,Idade(−0.64) | gap_Mat_Por(−0.20) | Defasagem(−0.13),Baixo,0.1862
RA-1333,Aluno-1333,0,Topázio,8.213199999999999,0.3011,0.311,0.3974,0.2071,0.2808,Idade(−0.81) | gap_Mat_Por(−0.22) | FaseIdeal_num(−0.21),Baixo,0.1836
RA-1286,Aluno-1286,0,Quartzo,5.914801966800001,0.3077,0.2824,0.5104,0.2605,0.2804,Idade(−0.59) | Defasagem(−0.25) | gap_Mat_Por(−0.22),Baixo,0.1933
RA-1292,Aluno-1292,0,Agata,6.9031621211,0.3328,0.3449,0.6907,0.3855,0.2798,Idade(−0.86) | gap_Mat_Por(−0.22) | FaseIdeal_num(−0.19),Baixo,0.2532
RA-1281,Aluno-1281,0,Ametista,7.982890909100001,0.2927,0.2981,0.3391,0.1853,0.2767,Idade(−0.79) | gap_Mat_Por(−0.22) | FaseIdeal_num(−0.22),Baixo,0.1768
RA-994,Aluno-994,0,Ametista,7.7982217391,0.2812,0.2877,0.3461,0.2061,0.2764,Idade(−0.48) | gap_Mat_Por(−0.18) | Defasagem(−0.15),Baixo,0.1671
RA-1357,Aluno-1357,0,Ametista,7.1807,0.3003,0.3507,0.3524,0.2281,0.2741,Idade(−0.86) | gap_Mat_Por(−0.19) | Defasagem(−0.15),Baixo,0.263
RA-1316,Aluno-1316,0,Ametista,7.59291123,0.3007,0.2995,0.3478,0.2119,0.274,Idade(−0.86) | gap_Mat_Por(−0.18) | Defasagem(−0.15),Baixo,0.2232
RA-1073,Aluno-1073,3,Ametista,7.0859945773333335,0.3153,0.2839,0.821,0.5511,0.2738,Defasagem(−0.33) | Ing(−0.23) | IPV(−0.21),Baixo,0.1935
RA-1134,Aluno-1134,3,Ametista,7.7564571427,0.3305,0.2937,0.5505,0.2914,0.2706,Defasagem(−0.36) | gap_Por_Ing(−0.22) | IPV(−0.16),Baixo,0.2157
RA-1321,Aluno-1321,0,Ametista,7.95295,0.2516,0.2228,0.655,0.2799,0.2706,Idade(−0.49) | Defasagem(−0.18) | gap_Mat_Por(−0.17),Baixo,0.1112
