RA,Nome Anonimizado,Fase,Pedra atual,INDE atual,prob_lgbm,prob_xgb,prob_mlp,prob_stacking,prob_final,top_3_fatores,faixa_risco,prob_experimental
RA-480,Aluno-480,2,Ametista,7.260202380900001,0.5542,0.5466,0.5001,0.4607,0.514,Defasagem(−0.34) | Idade(+0.20) | age_fase_excess(−0.15),Médio,0.4952
RA-1237,Aluno-1237,9,,,0.6232,0.7371,0.2607,0.2532,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4211
RA-636,Aluno-636,2,Agata,6.3802279106,0.5955,0.5687,0.5635,0.4624,0.5129,Defasagem(−0.30) | Idade(+0.19) | IAA_decile_fase(+0.16),Médio,0.5007
RA-967,Aluno-967,1,Quartzo,5.442610714300001,0.539,0.4561,0.2628,0.2749,0.5128,IPV(−0.22) | Idade(+0.16) | Defasagem(−0.14),Médio,0.3767
RA-1561,Aluno-1561,4,Ametista,7.940220634933333,0.5787,0.5229,0.3747,0.318,0.5125,Ing(−0.32) | IPV(+0.13) | Idade(+0.12),Médio,0.4062
RA-1032,Aluno-1032,1,Topázio,8.01645,0.6344,0.5754,0.7783,0.6464,0.5121,gap_Mat_Por(−0.22) | Idade(+0.21) | gap_Por_Ing(−0.21),Médio,0.5349
RA-669,Aluno-669,3,Agata,6.6438703703,0.542,0.5247,0.3317,0.2861,0.5117,Defasagem(−0.30) | Idade(+0.21) | IAA_decile_fase(+0.13),Médio,0.4121
RA-423,Aluno-423,3,Agata,6.616193704866666,0.7187,0.7142,0.6398,0.5776,0.5111,Defasagem(−0.34) | Idade(+0.23) | IAA_decile_fase(+0.22),Médio,0.6266
RA-1496,Aluno-1496,2,Agata,6.7799738095,0.5308,0.489,0.4736,0.3285,0.5108,Defasagem(−0.32) | Idade(+0.18) | age_fase_excess(−0.16),Médio,0.3608
RA-1036,Aluno-1036,2,Topázio,8.2841303831,0.6285,0.6717,0.8475,0.7527,0.5105,Defasagem(−0.41) | Idade(+0.21) | gap_Por_Ing(−0.19),Médio,0.6301
RA-1576,Aluno-1576,4,Ametista,7.463620238066667,0.5709,0.5598,0.8166,0.5982,0.51,IPV(+0.34) | Ing(−0.24) | Idade(+0.20),Médio,0.4786
RA-1473,Aluno-1473,2,Agata,6.689320600500001,0.6581,0.696,0.4713,0.4096,0.5098,IPV(−0.25) | Idade(+0.19) | Defasagem(−0.13),Médio,0.6092
RA-1500,Aluno-1500,2,Ametista,7.360450000100002,0.5414,0.6051,0.3075,0.2666,0.5089,Defasagem(−0.41) | Idade(+0.21) | IPV(+0.19),Médio,0.4899
RA-402,Aluno-402,4,Quartzo,5.683064814833333,0.5723,0.5553,0.3522,0.3941,0.5088,Defasagem(−0.30) | Idade(+0.17) | age_fase_excess(−0.11),Médio,0.454
RA-1491,Aluno-1491,2,Ametista,7.5072,0.5579,0.5468,0.3918,0.3283,0.5072,Defasagem(−0.37) | Idade(+0.22) | IPV(+0.19),Médio,0.462
RA-132,Aluno-132,6,Topázio,8.4746321428,0.6492,0.6747,0.8402,0.7419,0.5071,Defasagem(−0.41) | Ing(−0.21) | gap_Por_Ing(−0.17),Médio,0.5541
RA-1095,Aluno-1095,3,Agata,6.108547514666667,0.7468,0.7029,0.6163,0.5919,0.5065,Defasagem(−0.33) | IAA_decile_fase(+0.24) | age_fase_excess(+0.23),Médio,0.6156
RA-1526,Aluno-1526,3,Ametista,7.9798,0.5693,0.5481,0.3188,0.3009,0.5063,Defasagem(−0.36) | IPS_z_faseAno(+0.20) | Idade(+0.18),Médio,0.4345
RA-788,Aluno-788,2,Ametista,7.9221068268,0.5405,0.6122,0.5592,0.4442,0.5063,Defasagem(−0.37) | Idade(+0.21) | IPV(+0.12),Médio,0.4475
RA-847,Aluno-847,1,Quartzo,5.009290909100001,0.5377,0.5376,0.4301,0.3419,0.506,IPV(−0.20) | Idade(+0.18) | Defasagem(−0.12),Médio,0.4285
RA-1015,Aluno-1015,2,Agata,6.643252381000002,0.5196,0.4731,0.2951,0.24,0.5054,Defasagem(−0.33) | Idade(+0.19) | gap_Por_Ing(−0.15),Médio,0.3748
RA-1070,Aluno-1070,1,Agata,6.287171861500001,0.6891,0.6838,0.3457,0.3338,0.5054,age_fase_excess(+0.22) | Idade(+0.21) | gap_Mat_Por(−0.18),Médio,0.6085
RA-1198,Aluno-1198,5,Agata,6.9217748918,0.6527,0.6542,0.2846,0.2659,0.5052,Ing(−0.37) | IPV(−0.23) | IPS_z_faseAno(+0.19),Médio,0.5346
RA-643,Aluno-643,2,Agata,6.402239075100001,0.545,0.5293,0.2855,0.2905,0.5048,IPV(−0.21) | Idade(+0.16) | Defasagem(−0.13),Médio,0.4191
RA-127,Aluno-127,5,Topázio,8.5605939394,0.6276,0.6226,0.6421,0.5315,0.5025,Defasagem(−0.42) | IPV(+0.24) | Ing(−0.21),Médio,0.5083
RA-1629,Aluno-1629,6,Ametista,7.560550529133334,0.5615,0.5932,0.8103,0.607,0.5024,Ing(−0.43) | IPV(−0.22) | IPS_z_faseAno(+0.22),Médio,0.4671
RA-1021,Aluno-1021,1,Topázio,8.0985863636,0.6271,0.6136,0.853,0.7477,0.5009,IPV(+0.20) | gap_Por_Ing(−0.19) | Idade(+0.19),Médio,0.5587
RA-851,Aluno-851,1,Agata,6.2114602109,0.6063,0.6391,0.6355,0.5177,0.5003,IPV(−0.22) | Idade(+0.17) | gap_Por_Ing(−0.14),Médio,0.54
RA-1617,Aluno-1617,5,Quartzo,4.926285714266666,0.6808,0.6837,0.5249,0.4531,0.4998,Ing(−0.36) | IPV(−0.21) | age_fase_excess(+0.16),Médio,0.5448
RA-1603,Aluno-1603,5,Ametista,7.836518518466668,0.5745,0.5348,0.5526,0.4118,0.4993,Ing(−0.34) | IPS_z_faseAno(+0.21) | Idade(+0.15),Médio,0.4217
RA-968,Aluno-968,1,Ametista,7.8403547619,0.5543,0.4432,0.4924,0.3925,0.4992,IPV(+0.23) | gap_Por_Ing(−0.21) | Idade(+0.21),Médio,0.4209
RA-935,Aluno-935,0,Topázio,8.3422,0.5542,0.5683,0.8538,0.7043,0.499,Idade(+0.19) | gap_Mat_Por(−0.18) | gap_Por_Ing(−0.18),Médio,0.4521
RA-837,Aluno-837,2,Ametista,7.9648467391,0.5594,0.5783,0.4449,0.3393,0.4989,Defasagem(−0.34) | Idade(+0.22) | IPV(+0.12),Médio,0.4471
RA-48,Aluno-48,7,Topázio,8.402390371800001,0.5812,0.6354,0.8457,0.6759,0.4988,Defasagem(−0.42) | Ing(−0.22) | IPS_z_faseAno(+0.19),Médio,0.5235
RA-1449,Aluno-1449,1,Ametista,7.214341666700001,0.5317,0.598,0.5469,0.4654,0.4987,IPV(−0.26) | gap_Por_Ing(−0.19) | Idade(+0.17),Médio,0.5415
RA-638,Aluno-638,2,Agata,6.7464878789,0.5342,0.4567,0.4325,0.3862,0.4976,Defasagem(−0.32) | Idade(+0.18) | gap_Por_Ing(−0.13),Médio,0.3908
RA-1141,Aluno-1141,3,Agata,6.793890866866667,0.5481,0.5585,0.5134,0.3957,0.4974,Defasagem(−0.27) | Idade(+0.19) | IPV(−0.13),Médio,0.4368
RA-712,Aluno-712,2,Agata,6.2236373706000006,0.6761,0.7448,0.8482,0.7434,0.497,IAA_decile_fase(+0.22) | Idade(+0.18) | IPV(−0.18),Médio,0.6312
RA-167,Aluno-167,6,Topázio,8.033470175466666,0.6468,0.6598,0.8134,0.7169,0.4969,IPV(+0.32) | Ing(−0.24) | Idade(+0.17),Médio,0.513
RA-1508,Aluno-1508,2,Topázio,8.1804207793,0.6369,0.6142,0.4166,0.3415,0.4968,Defasagem(−0.29) | gap_Por_Ing(+0.26) | Idade(+0.22),Médio,0.5129
RA-878,Aluno-878,1,Agata,6.5335560606000005,0.5987,0.5967,0.8618,0.7232,0.4962,IPV(−0.28) | Idade(+0.18) | Defasagem(−0.11),Médio,0.5158
RA-1479,Aluno-1479,2,Agata,6.615766239300001,0.5337,0.5036,0.333,0.2612,0.496,Defasagem(−0.31) | Idade(+0.18) | IPV(−0.13),Médio,0.4007
RA-80,Aluno-80,7,Topázio,8.131659175733333,0.6461,0.7293,0.8495,0.7357,0.4956,Defasagem(−0.40) | Ing(−0.38) | IPS_z_faseAno(+0.21),Médio,0.6018
RA-1417,Aluno-1417,1,Ametista,7.7436242424,0.4477,0.4461,0.508,0.321,0.4943,gap_Por_Ing(+0.40) | IPV(−0.20) | gap_Mat_Por(−0.18),Médio,0.3559
RA-301,Aluno-301,4,Topázio,8.410830701766667,0.6746,0.7349,0.8637,0.7426,0.4936,Defasagem(−0.35) | Ing(−0.23) | IPS_z_faseAno(+0.21),Médio,0.5479
RA-938,Aluno-938,0,Topázio,8.0056026915,0.4945,0.5,0.83,0.6839,0.4923,Idade(+0.22) | gap_Mat_Por(−0.17) | FaseIdeal_num(−0.17),Médio,0.3858
RA-1472,Aluno-1472,2,Topázio,8.773575000000001,0.6602,0.6276,0.6802,0.4877,0.4922,Defasagem(−0.29) | gap_Por_Ing(+0.24) | Idade(+0.23),Médio,0.5039
RA-1493,Aluno-1493,2,Agata,6.378661323900001,0.5722,0.6032,0.3025,0.2934,0.4912,IPV(−0.22) | Idade(+0.18) | Defasagem(−0.15),Médio,0.5076
RA-516,Aluno-516,3,Topázio,8.384033333366668,0.5699,0.5905,0.6851,0.5194,0.4912,Defasagem(−0.40) | Ing(−0.19) | Idade(+0.15),Médio,0.5191
RA-580,Aluno-580,2,Ametista,7.9281521222,0.5025,0.4831,0.8325,0.6717,0.4902,gap_Por_Ing(+0.27) | Idade(+0.19) | IPV(−0.17),Médio,0.4169
RA-514,Aluno-514,2,Agata,6.219580952400001,0.5869,0.608,0.3883,0.2979,0.49,Defasagem(−0.31) | Idade(+0.18) | IPV(−0.14),Médio,0.4618
RA-1546,Aluno-1546,3,Agata,6.900662108266667,0.6203,0.5835,0.3209,0.2806,0.4878,Defasagem(−0.33) | IPS_z_faseAno(+0.26) | Idade(+0.20),Médio,0.5103
RA-714,Aluno-714,2,Quartzo,5.4653662008,0.6232,0.6483,0.2869,0.2729,0.4872,age_fase_excess(+0.27) | Idade(+0.22) | IPV(−0.20),Médio,0.5229
RA-1458,Aluno-1458,2,Quartzo,5.879073684200001,0.5696,0.5796,0.4422,0.3611,0.4871,IPV(−0.23) | Idade(+0.18) | Defasagem(−0.13),Médio,0.4633
RA-1625,Aluno-1625,6,Agata,6.888194089266667,0.6429,0.6577,0.3444,0.2869,0.4869,Ing(−0.42) | Defasagem(−0.29) | IPS_z_faseAno(+0.22),Médio,0.4906
RA-1100,Aluno-1100,3,Agata,6.649708333333334,0.5199,0.5531,0.2523,0.2041,0.4863,Defasagem(−0.33) | Idade(+0.18) | gap_Por_Ing(−0.14),Médio,0.4379
RA-1621,Aluno-1621,5,Topázio,8.107033333366667,0.5851,0.6329,0.3758,0.3305,0.4859,Ing(−0.26) | IPV(+0.24) | Idade(+0.17),Médio,0.4932
RA-1071,Aluno-1071,2,Quartzo,4.8048623378,0.5535,0.5375,0.6997,0.5917,0.4859,IPV(−0.20) | Idade(+0.19) | age_fase_excess(−0.14),Médio,0.4463
RA-774,Aluno-774,0,Quartzo,5.685771428600001,0.5378,0.4995,0.7748,0.5097,0.485,IPV(−0.19) | Idade(+0.15) | Defasagem(−0.11),Médio,0.3762
RA-794,Aluno-794,1,Ametista,7.145652380900001,0.6199,0.6477,0.4126,0.4153,0.4849,Defasagem(−0.37) | Idade(+0.22) | IPV(+0.19),Médio,0.5645
RA-499,Aluno-499,2,Ametista,7.5794738095,0.5944,0.6094,0.508,0.4575,0.4849,Defasagem(−0.31) | Idade(+0.19) | age_fase_excess(−0.12),Médio,0.4749
RA-738,Aluno-738,1,Ametista,7.2626980238,0.5252,0.5421,0.7912,0.6772,0.4848,Idade(+0.21) | IPV(−0.16) | gap_Por_Ing(−0.14),Médio,0.4774
RA-319,Aluno-319,5,Ametista,7.948699561466667,0.5676,0.5067,0.3543,0.3119,0.4838,Ing(−0.34) | Defasagem(−0.32) | IPS_z_faseAno(+0.22),Médio,0.4558
RA-1543,Aluno-1543,3,Agata,6.754584615400001,0.6559,0.6602,0.4052,0.3868,0.4834,age_fase_excess(+0.25) | Idade(+0.25) | IPV(−0.21),Médio,0.5788
RA-45,Aluno-45,7,Topázio,8.743476190400001,0.6387,0.7139,0.7956,0.6644,0.4818,Defasagem(−0.41) | IPS_z_faseAno(+0.18) | IPV(+0.16),Médio,0.6071
RA-1531,Aluno-1531,3,Ametista,7.0491790134,0.5941,0.5982,0.7314,0.5799,0.4816,gap_Por_Ing(+0.31) | Idade(+0.21) | IPV(−0.16),Médio,0.5471
RA-1506,Aluno-1506,2,Ametista,7.151855844200001,0.614,0.5602,0.274,0.2721,0.4813,Defasagem(−0.43) | Idade(+0.23) | age_fase_excess(−0.17),Médio,0.5328
RA-94,Aluno-94,6,Topázio,8.637033333333335,0.5889,0.6439,0.6448,0.6169,0.4811,Defasagem(−0.40) | Ing(−0.21) | IPV(+0.17),Médio,0.5745
RA-715,Aluno-715,2,Quartzo,5.3098253133,0.5648,0.5181,0.477,0.3724,0.481,Defasagem(−0.29) | Idade(+0.17) | IPV(−0.14),Médio,0.402
RA-1424,Aluno-1424,1,Ametista,7.5543388889,0.5364,0.5084,0.6561,0.4854,0.4806,Idade(+0.21) | IPV(−0.20) | gap_Por_Ing(−0.18),Médio,0.4043
RA-1560,Aluno-1560,4,Topázio,8.4721031746,0.426,0.4241,0.2972,0.1869,0.4806,Defasagem(−0.44) | IPV(+0.16) | Ing(−0.15),Médio,0.3276
RA-1622,Aluno-1622,5,Topázio,8.429066666633334,0.5963,0.6177,0.5387,0.3859,0.4796,Ing(−0.30) | IPS_z_faseAno(+0.21) | gap_Por_Ing(−0.15),Médio,0.4348
RA-1582,Aluno-1582,4,Agata,6.472788888966667,0.6251,0.6131,0.5505,0.4485,0.4793,age_fase_excess(+0.23) | Idade(+0.20) | IPV(−0.18),Médio,0.5505
RA-1565,Aluno-1565,4,Quartzo,5.816448179266667,0.6704,0.6744,0.7262,0.5657,0.4793,IPS_z_faseAno(+0.23) | IPV(−0.21) | age_fase_excess(+0.21),Médio,0.5566
RA-1529,Aluno-1529,3,Agata,6.710079487200001,0.6565,0.6884,0.8061,0.6471,0.4762,Idade(+0.25) | IPV(−0.22) | age_fase_excess(+0.15),Médio,0.5563
RA-474,Aluno-474,3,Agata,6.024753703733333,0.7114,0.6682,0.8501,0.7325,0.4746,Idade(+0.20) | IPV(−0.17) | age_fase_excess(+0.15),Médio,0.5658
RA-1470,Aluno-1470,2,Quartzo,5.967421532000001,0.6247,0.6779,0.5671,0.4802,0.4738,IPV(−0.21) | Idade(+0.20) | gap_IAA_IEG(+0.15),Médio,0.6069
RA-798,Aluno-798,2,Quartzo,4.6743653679,0.5488,0.5123,0.3533,0.3546,0.473,IPV(−0.20) | Idade(+0.17) | gap_Por_Ing(−0.14),Médio,0.4071
RA-1459,Aluno-1459,2,Agata,6.665390476100001,0.5536,0.5341,0.3148,0.291,0.4727,IPV(−0.22) | Idade(+0.21) | age_fase_excess(−0.20),Médio,0.471
RA-964,Aluno-964,1,Ametista,7.548241666600001,0.5476,0.5408,0.5608,0.5003,0.4721,IPV(−0.32) | Idade(+0.19) | gap_Por_Ing(−0.17),Médio,0.5062
RA-112,Aluno-112,6,Topázio,8.052609920666667,0.5921,0.6211,0.8608,0.7437,0.4714,Defasagem(−0.39) | Ing(−0.31) | IPS_z_faseAno(+0.23),Médio,0.5103
RA-706,Aluno-706,2,Quartzo,5.8701964286,0.4779,0.5088,0.2803,0.2093,0.47,Defasagem(−0.31) | age_fase_excess(−0.18) | Idade(+0.16),Médio,0.3403
RA-518,Aluno-518,3,Agata,6.3467483709,0.5649,0.591,0.3573,0.3524,0.4697,Defasagem(−0.34) | Idade(+0.21) | gap_Mat_Por(−0.17),Médio,0.5081
RA-556,Aluno-556,3,Quartzo,5.833377380933333,0.5573,0.5257,0.3886,0.3606,0.4697,Defasagem(−0.33) | Idade(+0.17) | gap_IAA_IEG(+0.15),Médio,0.4157
RA-1608,Aluno-1608,5,Ametista,7.072539814866667,0.5996,0.5351,0.5346,0.4919,0.4693,Defasagem(−0.31) | IPS_z_faseAno(+0.28) | Idade(+0.19),Médio,0.4634
RA-639,Aluno-639,3,Quartzo,5.7693807644,0.5295,0.4583,0.2709,0.2195,0.4693,Defasagem(−0.32) | Idade(+0.17) | IPV(−0.12),Médio,0.3602
RA-93,Aluno-93,7,Topázio,8.275550000066668,0.428,0.4551,0.3437,0.2783,0.4691,Defasagem(−0.36) | Ing(−0.25) | gap_Por_Ing(−0.16),Médio,0.3766
RA-1079,Aluno-1079,3,Quartzo,5.4253413299333335,0.5009,0.4208,0.7629,0.5168,0.4689,Defasagem(−0.29) | Idade(+0.16) | IAA_decile_fase(+0.10),Médio,0.3226
RA-1435,Aluno-1435,1,Ametista,7.7196166667,0.4239,0.4389,0.5028,0.3054,0.4684,Defasagem(−0.23) | IPV(−0.17) | Idade(+0.16),Médio,0.3759
RA-555,Aluno-555,3,Quartzo,5.111470186333333,0.6496,0.6353,0.5717,0.4877,0.4684,IPV(−0.26) | Idade(+0.17) | Defasagem(−0.14),Médio,0.5208
RA-1060,Aluno-1060,2,Agata,6.448416666600001,0.4824,0.4473,0.4028,0.287,0.4679,Defasagem(−0.30) | Idade(+0.17) | IPV(−0.13),Médio,0.3445
RA-542,Aluno-542,3,Agata,6.7205649586,0.5036,0.4423,0.3611,0.3628,0.4674,Defasagem(−0.34) | Idade(+0.17) | gap_Por_Ing(−0.13),Médio,0.3595
RA-1548,Aluno-1548,3,Agata,6.482499715066667,0.5972,0.5406,0.6386,0.4951,0.4671,Defasagem(−0.33) | Idade(+0.19) | gap_Mat_Por(−0.19),Médio,0.4901
RA-559,Aluno-559,3,Agata,6.158158974333333,0.482,0.4437,0.3205,0.2949,0.4667,Defasagem(−0.26) | Idade(+0.15) | IPV(−0.13),Médio,0.3478
RA-727,Aluno-727,1,Topázio,8.447003030300001,0.5688,0.6555,0.8023,0.6933,0.4664,Defasagem(−0.33) | Idade(+0.18) | gap_Por_Ing(−0.15),Médio,0.5508
RA-799,Aluno-799,2,Ametista,7.702648484900001,0.565,0.59,0.4212,0.3747,0.466,Defasagem(−0.32) | Idade(+0.20) | gap_Por_Ing(−0.17),Médio,0.5262
RA-183,Aluno-183,4,Topázio,8.266902371533334,0.6169,0.6763,0.8332,0.7084,0.4657,Defasagem(−0.44) | Ing(−0.27) | pedra_delta_1(+0.16),Médio,0.5901
RA-175,Aluno-175,6,Topázio,8.024136842133334,0.5803,0.6094,0.5234,0.5468,0.4655,Ing(−0.27) | IPV(+0.16) | Idade(+0.15),Médio,0.4818
RA-308,Aluno-308,5,Ametista,7.489282456133334,0.509,0.5406,0.5001,0.3837,0.4655,Defasagem(−0.32) | IPV(−0.22) | IAA_decile_fase(+0.21),Médio,0.3831
RA-1160,Aluno-1160,3,Agata,6.274190982333334,0.6984,0.6943,0.5071,0.5058,0.465,IPV(−0.24) | Idade(+0.20) | age_fase_excess(+0.16),Médio,0.618
RA-389,Aluno-389,3,Ametista,7.2079551282,0.4698,0.4131,0.7072,0.5654,0.465,IPS_z_faseAno(+0.26) | Defasagem(−0.25) | IPV(−0.19),Médio,0.3393
RA-606,Aluno-606,2,Agata,6.645260606100001,0.5477,0.5826,0.3026,0.2649,0.4645,Defasagem(−0.36) | Idade(+0.18) | IPV(−0.13),Médio,0.4662
RA-820,Aluno-820,2,Ametista,7.426572549100001,0.4942,0.4348,0.5666,0.4033,0.4645,Defasagem(−0.26) | IPV(−0.22) | Idade(+0.15),Médio,0.3621
RA-1106,Aluno-1106,3,Quartzo,5.936272086266667,0.5995,0.5803,0.2587,0.2442,0.4641,Defasagem(−0.35) | Idade(+0.21) | age_fase_excess(−0.15),Médio,0.4924
RA-227,Aluno-227,3,Topázio,8.074015455333335,0.5136,0.4901,0.8467,0.6372,0.4641,Defasagem(−0.37) | Ing(−0.30) | IPS_z_faseAno(+0.21),Médio,0.395
RA-1550,Aluno-1550,3,Agata,6.064236111066667,0.5673,0.5728,0.5675,0.4112,0.464,IPV(−0.26) | Idade(+0.17) | age_fase_excess(+0.15),Médio,0.4616
RA-1481,Aluno-1481,2,Agata,6.860721739100001,0.538,0.5008,0.4106,0.3172,0.4639,IPV(−0.19) | Idade(+0.18) | age_fase_excess(−0.16),Médio,0.4114
RA-1513,Aluno-1513,2,Agata,6.5509171717,0.5634,0.6293,0.4232,0.3904,0.4637,IPV(−0.25) | Idade(+0.22) | Defasagem(−0.16),Médio,0.5371
RA-1184,Aluno-1184,5,Ametista,7.411701731566668,0.5851,0.6524,0.4457,0.4304,0.4636,Ing(−0.36) | pedra_delta_1(+0.17) | gap_Por_Ing(−0.16),Médio,0.4972
RA-805,Aluno-805,1,Agata,6.9375869048,0.5169,0.5786,0.5432,0.471,0.4616,IPV(−0.19) | gap_Mat_Por(−0.18) | Defasagem(−0.16),Médio,0.5205
RA-1483,Aluno-1483,2,Ametista,7.311433695700001,0.4316,0.4389,0.5832,0.346,0.4616,Defasagem(−0.32) | IPV(−0.20) | gap_Por_Ing(−0.17),Médio,0.3262
RA-1107,Aluno-1107,3,Quartzo,5.9731,0.5124,0.4606,0.2721,0.217,0.4612,Defasagem(−0.31) | Idade(+0.18) | IPV(−0.13),Médio,0.3363
RA-752,Aluno-752,2,Agata,6.57279265,0.4426,0.4735,0.4751,0.4024,0.4607,IPV(−0.26) | Idade(+0.19) | Defasagem(−0.16),Médio,0.3677
RA-1501,Aluno-1501,2,Topázio,8.04495,0.521,0.4912,0.4109,0.3045,0.4601,Defasagem(−0.31) | Idade(+0.17) | gap_Por_Ing(−0.15),Médio,0.4201
RA-991,Aluno-991,1,Ametista,7.057230303000001,0.5711,0.6394,0.4676,0.4507,0.4595,IPV(−0.23) | Idade(+0.19) | Defasagem(−0.15),Médio,0.5486
RA-607,Aluno-607,2,Ametista,7.6486021739,0.5014,0.5106,0.7828,0.5702,0.4595,Defasagem(−0.34) | IPV(−0.26) | gap_Por_Ing(−0.21),Médio,0.4313
RA-1349,Aluno-1349,0,Ametista,7.855727777800001,0.4742,0.4549,0.3272,0.2394,0.4582,gap_Mat_Por(−0.22) | gap_Por_Ing(−0.20) | Idade(+0.20),Médio,0.3527
RA-792,Aluno-792,1,Agata,6.036012253,0.5325,0.5719,0.4699,0.4194,0.4577,IPV(−0.31) | Idade(+0.18) | Defasagem(−0.16),Médio,0.4997
RA-583,Aluno-583,3,Ametista,7.447591035933334,0.6064,0.604,0.7171,0.6399,0.4571,Defasagem(−0.30) | IAA_decile_fase(+0.23) | age_fase_excess(+0.20),Médio,0.5247
RA-1112,Aluno-1112,3,Agata,6.8560823939999995,0.5416,0.5108,0.4009,0.3404,0.4568,Defasagem(−0.29) | Idade(+0.18) | IPV(−0.13),Médio,0.4481
RA-642,Aluno-642,3,Ametista,7.082591269866667,0.4272,0.4615,0.2823,0.2726,0.4563,Defasagem(−0.30) | IPV(−0.24) | Idade(+0.15),Médio,0.3506
RA-165,Aluno-165,5,Topázio,8.4627502436,0.6379,0.6534,0.6686,0.6021,0.4562,Defasagem(−0.40) | Ing(−0.34) | IPS_z_faseAno(+0.24),Médio,0.5419
RA-620,Aluno-620,3,Quartzo,5.766892063566667,0.6632,0.5919,0.3145,0.2979,0.455,Defasagem(−0.29) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.503
RA-1130,Aluno-1130,3,Agata,6.563952941199999,0.5392,0.5,0.2645,0.2219,0.4538,Defasagem(−0.29) | Idade(+0.20) | gap_Mat_Por(−0.17),Médio,0.4027
RA-1598,Aluno-1598,5,Topázio,8.4656285714,0.6027,0.6173,0.8459,0.6387,0.4536,Defasagem(−0.40) | Ing(−0.28) | IPS_z_faseAno(+0.21),Médio,0.5361
RA-204,Aluno-204,4,Ametista,7.838218894866668,0.5639,0.5032,0.3213,0.312,0.4525,Defasagem(−0.43) | Ing(−0.26) | IPV(+0.25),Médio,0.3447
RA-989,Aluno-989,1,Ametista,7.3743785714,0.519,0.5692,0.5738,0.4642,0.4522,Defasagem(−0.30) | Idade(+0.15) | IPV(−0.15),Médio,0.4306
RA-707,Aluno-707,2,Agata,6.4975618421000005,0.564,0.5929,0.7597,0.6603,0.4521,IPV(−0.18) | Idade(+0.17) | IAA_decile_fase(+0.17),Médio,0.4927
RA-836,Aluno-836,1,Agata,6.0234537878,0.4891,0.4669,0.2848,0.28,0.4514,IPV(−0.24) | Idade(+0.16) | Defasagem(−0.15),Médio,0.374
RA-1354,Aluno-1354,0,Ametista,7.353427272700001,0.5376,0.6453,0.5106,0.4362,0.4514,IPV(−0.21) | Idade(+0.19) | Defasagem(−0.16),Médio,0.5681
RA-368,Aluno-368,3,Agata,6.782158333333333,0.584,0.6426,0.8523,0.6705,0.4514,Ing(−0.39) | IPV(−0.20) | IAA_decile_fase(+0.18),Médio,0.4975
RA-211,Aluno-211,5,Topázio,8.283601875933334,0.4884,0.5063,0.8054,0.658,0.451,Defasagem(−0.34) | Ing(−0.22) | IPS_z_faseAno(+0.21),Médio,0.4898
RA-653,Aluno-653,3,Topázio,8.103217647033333,0.6441,0.6571,0.6773,0.6026,0.4506,Defasagem(−0.39) | IPS_z_faseAno(+0.27) | Idade(+0.19),Médio,0.552
RA-1415,Aluno-1415,1,Ametista,7.3712454546,0.5453,0.586,0.4425,0.3838,0.4506,IPV(−0.26) | gap_Por_Ing(−0.18) | Idade(+0.16),Médio,0.5077
RA-1220,Aluno-1220,6,Ametista,7.143244444466667,0.5702,0.6104,0.8651,0.7545,0.4502,gap_Mat_Por(−0.21) | IPV(−0.20) | pedra_delta_1(+0.20),Médio,0.4701
RA-119,Aluno-119,7,Topázio,8.085299999933333,0.4412,0.5134,0.473,0.3373,0.4495,Defasagem(−0.35) | Ing(−0.26) | gap_Por_Ing(−0.17),Médio,0.4162
RA-1207,Aluno-1207,5,Agata,6.509169736866667,0.6136,0.6088,0.5466,0.4682,0.4475,Ing(−0.34) | IPS_z_faseAno(+0.23) | IPV(−0.23),Médio,0.5052
RA-1632,Aluno-1632,6,Topázio,8.389333333333335,0.5776,0.5621,0.6505,0.5002,0.4468,Defasagem(−0.34) | IPS_z_faseAno(+0.28) | Idade(+0.20),Médio,0.4522
RA-260,Aluno-260,4,Topázio,8.448920634933334,0.6156,0.6479,0.7842,0.6554,0.4463,Defasagem(−0.42) | Ing(−0.23) | IPS_z_faseAno(+0.22),Médio,0.5137
RA-699,Aluno-699,1,Agata,6.427771212000001,0.6084,0.6663,0.7117,0.5624,0.4451,IAA_decile_fase(+0.21) | IPV(−0.19) | Idade(+0.18),Médio,0.5368
RA-710,Aluno-710,2,Ametista,7.0366241342,0.5235,0.5365,0.5147,0.4684,0.4445,IPV(−0.23) | Idade(+0.18) | Defasagem(−0.16),Médio,0.4336
RA-1489,Aluno-1489,2,Quartzo,5.9842289855000015,0.5547,0.5443,0.5153,0.3666,0.4443,IPV(−0.22) | Idade(+0.18) | Defasagem(−0.13),Médio,0.4484
RA-1355,Aluno-1355,0,Ametista,7.202245454500001,0.4404,0.4216,0.3502,0.2817,0.4442,IPV(−0.27) | Idade(+0.17) | Defasagem(−0.13),Médio,0.3426
RA-853,Aluno-853,1,Ametista,7.986866666600001,0.4809,0.5256,0.3941,0.3399,0.4441,Defasagem(−0.34) | Idade(+0.21) | pedra_delta_1(+0.15),Médio,0.4452
