RA,Nome Anonimizado,Fase,Pedra atual,INDE atual,prob_composite,faixa_risco_composite
RA-1004,Aluno-1004,0,Ametista,7.801200000000001,0.3324,Médio
RA-1372,Aluno-1372,0,Ametista,7.9632,0.3323,Médio
RA-1377,Aluno-1377,0,Ametista,7.8987,0.3323,Médio
RA-1392,Aluno-1392,0,Quartzo,5.4262,0.3323,Médio
RA-1300,Aluno-1300,0,Ametista,7.623866666600001,0.332,Médio
RA-1325,Aluno-1325,0,Topázio,8.9824954545,0.3316,Médio
RA-1013,Aluno-1013,0,Quartzo,5.7839559808,0.3309,Médio
RA-92,Aluno-92,7,Topázio,8.052279017,0.3308,Médio
RA-941,Aluno-941,0,Ametista,7.746700000000001,0.3305,Médio
RA-789,Aluno-789,1,Topázio,8.0443904763,0.3304,Médio
RA-937,Aluno-937,0,Topázio,8.3792,0.3301,Médio
RA-1522,Aluno-1522,3,Topázio,8.3261,0.3299,Médio
RA-1366,Aluno-1366,0,Agata,6.919852173900001,0.3296,Médio
RA-1188,Aluno-1188,5,Ametista,7.801633333400001,0.3294,Médio
RA-1308,Aluno-1308,0,Agata,6.876997101400001,0.3291,Médio
RA-1446,Aluno-1446,1,Quartzo,5.9004061924,0.3291,Médio
RA-548,Aluno-548,3,Ametista,7.240168803466668,0.3274,Médio
RA-1358,Aluno-1358,0,Agata,6.552990476200001,0.3274,Médio
RA-509,Aluno-509,3,Agata,6.918152272733334,0.3271,Médio
RA-1102,Aluno-1102,3,Topázio,8.440611904733334,0.3269,Médio
RA-1122,Aluno-1122,3,Ametista,7.817322222166666,0.3268,Médio
RA-38,Aluno-38,8,,,0.3265,Médio
RA-39,Aluno-39,8,,,0.3265,Médio
RA-1328,Aluno-1328,0,Topázio,8.0588666667,0.3264,Médio
RA-155,Aluno-155,8,,,0.326,Médio
RA-972,Aluno-972,0,Ametista,7.537472727300001,0.3255,Médio
RA-896,Aluno-896,1,Topázio,8.2852454545,0.3251,Médio
RA-889,Aluno-889,0,Topázio,8.191290909100001,0.3248,Médio
RA-1301,Aluno-1301,0,Quartzo,5.6345333333,0.3247,Médio
RA-469,Aluno-469,3,Ametista,7.684639869300001,0.3247,Médio
RA-924,Aluno-924,0,Agata,6.4727360962,0.3247,Médio
RA-357,Aluno-357,3,Ametista,7.731569404200001,0.3246,Médio
RA-1323,Aluno-1323,0,Ametista,7.487366666700001,0.3241,Médio
RA-1117,Aluno-1117,3,Ametista,7.601562962866668,0.3236,Médio
RA-62,Aluno-62,8,,,0.3229,Médio
RA-1313,Aluno-1313,0,Topázio,8.0155333334,0.3219,Médio
RA-1014,Aluno-1014,0,Agata,6.315972727300001,0.3206,Médio
RA-1003,Aluno-1003,0,Ametista,7.627588888900001,0.3205,Médio
RA-1165,Aluno-1165,3,Ametista,7.908044272466667,0.3201,Médio
RA-884,Aluno-884,0,Topázio,8.0345030302,0.3199,Médio
RA-920,Aluno-920,0,Ametista,7.7494938597,0.3191,Médio
RA-888,Aluno-888,0,Topázio,8.1942,0.3179,Médio
RA-1293,Aluno-1293,0,Topázio,8.005023232300001,0.3178,Médio
RA-1284,Aluno-1284,0,Topázio,8.3800152174,0.3176,Médio
RA-1310,Aluno-1310,0,Topázio,8.3907833334,0.3176,Médio
RA-220,Aluno-220,5,Ametista,7.6987770562666675,0.3174,Médio
RA-1287,Aluno-1287,0,Ametista,7.619650310500001,0.3162,Médio
RA-1142,Aluno-1142,3,Topázio,8.390566666666668,0.3161,Médio
RA-96,Aluno-96,8,,,0.3159,Médio
RA-1541,Aluno-1541,3,Topázio,8.337,0.3156,Médio
RA-1273,Aluno-1273,8,,,0.3155,Médio
RA-375,Aluno-375,3,Ametista,7.970034615400001,0.3142,Médio
RA-981,Aluno-981,0,Agata,6.6513739130000005,0.314,Médio
RA-657,Aluno-657,3,Topázio,8.207433333400001,0.3136,Médio
RA-910,Aluno-910,1,Topázio,8.1163818182,0.3136,Médio
RA-1278,Aluno-1278,0,Quartzo,5.444199999900001,0.3134,Médio
RA-934,Aluno-934,0,Topázio,8.338700000000001,0.313,Médio
RA-1343,Aluno-1343,0,Topázio,8.8262,0.3125,Médio
RA-173,Aluno-173,8,,,0.3122,Médio
RA-1363,Aluno-1363,0,Ametista,7.690800000000001,0.3122,Médio
RA-27,Aluno-27,8,,,0.312,Médio
RA-1221,Aluno-1221,8,,,0.3114,Médio
RA-985,Aluno-985,1,Topázio,8.2432,0.3112,Médio
RA-1389,Aluno-1389,0,Topázio,8.980533333299999,0.3104,Médio
RA-1539,Aluno-1539,3,Ametista,7.709588888900001,0.3102,Médio
RA-868,Aluno-868,0,Ametista,7.156366666600001,0.3098,Médio
RA-1296,Aluno-1296,0,Ametista,7.0574222223000005,0.3087,Médio
RA-1393,Aluno-1393,0,Ametista,7.2597,0.3082,Médio
RA-1129,Aluno-1129,3,Ametista,7.360417647066668,0.3076,Médio
RA-885,Aluno-885,0,Topázio,8.2072,0.3067,Médio
RA-1615,Aluno-1615,5,Topázio,8.417533333333333,0.3067,Médio
RA-892,Aluno-892,1,Topázio,8.697700000000001,0.3066,Médio
RA-945,Aluno-945,0,Ametista,7.4195809524,0.306,Médio
RA-979,Aluno-979,0,Topázio,8.0352454545,0.3058,Médio
RA-1312,Aluno-1312,0,Ametista,7.510200000000001,0.3058,Médio
RA-760,Aluno-760,3,Agata,6.942581818200001,0.3052,Médio
RA-1319,Aluno-1319,0,Ametista,7.201526797300001,0.305,Médio
RA-1315,Aluno-1315,0,Topázio,8.3510666667,0.3043,Médio
RA-1385,Aluno-1385,0,Ametista,7.7262,0.3042,Médio
RA-1387,Aluno-1387,0,Ametista,7.8030796992,0.3035,Médio
RA-1348,Aluno-1348,0,Ametista,7.9604662539,0.3033,Médio
RA-1311,Aluno-1311,0,Agata,6.4118666668,0.3029,Médio
RA-1383,Aluno-1383,0,Topázio,8.3720803259,0.3018,Médio
RA-1492,Aluno-1492,2,Topázio,8.479020512900002,0.3017,Médio
RA-1089,Aluno-1089,3,Ametista,7.6221531746,0.3006,Médio
RA-364,Aluno-364,3,Topázio,8.2697037582,0.2998,Baixo
RA-1009,Aluno-1009,0,Agata,6.395389393900001,0.2992,Baixo
RA-1282,Aluno-1282,0,Ametista,7.8769272727000015,0.2992,Baixo
RA-1276,Aluno-1276,0,Topázio,8.002866666700001,0.2992,Baixo
RA-1351,Aluno-1351,0,Topázio,8.1861038462,0.2991,Baixo
RA-1280,Aluno-1280,0,Topázio,8.152624242500002,0.2989,Baixo
RA-1307,Aluno-1307,0,Agata,6.5940333333000005,0.2988,Baixo
RA-1275,Aluno-1275,0,Ametista,7.611366666700001,0.2984,Baixo
RA-907,Aluno-907,0,Ametista,7.9400888889,0.2979,Baixo
RA-1277,Aluno-1277,0,Ametista,7.952200000100001,0.2972,Baixo
RA-1298,Aluno-1298,0,Ametista,7.577287995300001,0.2971,Baixo
RA-1528,Aluno-1528,3,Ametista,7.622584090933335,0.2968,Baixo
RA-867,Aluno-867,0,Ametista,7.583018181800001,0.2968,Baixo
RA-950,Aluno-950,0,Ametista,7.693461904800001,0.2962,Baixo
RA-1538,Aluno-1538,3,Ametista,7.9631703704333345,0.2962,Baixo
RA-858,Aluno-858,0,Agata,6.917866666700001,0.2932,Baixo
RA-969,Aluno-969,0,Ametista,7.453427272700001,0.2925,Baixo
RA-923,Aluno-923,1,Ametista,7.688609090900001,0.2922,Baixo
RA-903,Aluno-903,1,Topázio,8.0758287879,0.2922,Baixo
RA-1525,Aluno-1525,3,Ametista,7.778263492033334,0.2921,Baixo
RA-1356,Aluno-1356,0,Ametista,7.8695888889,0.2908,Baixo
RA-1380,Aluno-1380,0,Ametista,7.964342230600001,0.2898,Baixo
RA-984,Aluno-984,1,Topázio,8.475080952400003,0.2898,Baixo
RA-971,Aluno-971,0,Agata,6.8916181818,0.2898,Baixo
RA-987,Aluno-987,1,Topázio,8.3028861472,0.2893,Baixo
RA-1375,Aluno-1375,0,Topázio,8.101200000000002,0.2889,Baixo
RA-1290,Aluno-1290,0,Topázio,8.407200000000001,0.2887,Baixo
RA-1324,Aluno-1324,0,Topázio,8.332450000000001,0.2887,Baixo
RA-980,Aluno-980,1,Ametista,7.946388311600001,0.288,Baixo
RA-1279,Aluno-1279,0,Topázio,8.0822,0.2871,Baixo
RA-1382,Aluno-1382,0,Ametista,7.834830952400001,0.2868,Baixo
RA-1329,Aluno-1329,0,Ametista,7.98945,0.2852,Baixo
RA-1322,Aluno-1322,0,Topázio,8.47795,0.2848,Baixo
RA-1339,Aluno-1339,0,Ametista,7.3547,0.2843,Baixo
RA-1333,Aluno-1333,0,Topázio,8.213199999999999,0.2808,Baixo
RA-1286,Aluno-1286,0,Quartzo,5.914801966800001,0.2804,Baixo
RA-1292,Aluno-1292,0,Agata,6.9031621211,0.2798,Baixo
RA-1281,Aluno-1281,0,Ametista,7.982890909100001,0.2767,Baixo
RA-994,Aluno-994,0,Ametista,7.7982217391,0.2764,Baixo
RA-1357,Aluno-1357,0,Ametista,7.1807,0.2741,Baixo
RA-1316,Aluno-1316,0,Ametista,7.59291123,0.274,Baixo
RA-1073,Aluno-1073,3,Ametista,7.0859945773333335,0.2738,Baixo
RA-1134,Aluno-1134,3,Ametista,7.7564571427,0.2706,Baixo
RA-1321,Aluno-1321,0,Ametista,7.95295,0.2706,Baixo
RA-876,Aluno-876,1,Ametista,7.612057142800001,0.2706,Baixo
RA-1386,Aluno-1386,0,Ametista,7.803580952400001,0.269,Baixo
RA-1291,Aluno-1291,0,Topázio,8.079200000000002,0.268,Baixo
RA-1309,Aluno-1309,0,Topázio,8.379199999899999,0.2656,Baixo
RA-1327,Aluno-1327,0,Topázio,8.264116666700001,0.2624,Baixo
RA-929,Aluno-929,0,Ametista,7.7244368421,0.2592,Baixo
RA-1545,Aluno-1545,3,Ametista,7.296598575533334,0.258,Baixo
RA-1331,Aluno-1331,0,Ametista,7.8522833333,0.257,Baixo
