RA,Fase,Pedra_atual,INDE_atual,prob_risk_defasagem_worsen,faixa_risco_alt
RA-1141,3,Agata,6.793890866866667,0.1329,Baixo
RA-597,2,Ametista,7.843291097300001,0.1327,Baixo
RA-1479,2,Agata,6.615766239300001,0.1316,Baixo
RA-1079,3,Quartzo,5.4253413299333335,0.1315,Baixo
RA-1625,6,Agata,6.888194089266667,0.1312,Baixo
RA-524,3,Ametista,7.026322556366667,0.131,Baixo
RA-1044,2,Ametista,7.966711904800001,0.1308,Baixo
RA-476,3,Agata,6.7359982456,0.1307,Baixo
RA-1285,0,Topázio,8.156578882000002,0.1305,Baixo
RA-1087,3,Agata,6.913936532,0.1283,Baixo
RA-1098,3,Agata,6.5744562514,0.1281,Baixo
RA-1548,3,Agata,6.482499715066667,0.1277,Baixo
RA-1389,0,Topázio,8.980533333299999,0.1276,Baixo
RA-1129,3,Ametista,7.360417647066668,0.1275,Baixo
RA-1031,1,Agata,6.8757227273,0.1267,Baixo
RA-1038,2,Ametista,7.9646385965,0.1251,Baixo
RA-402,4,Quartzo,5.683064814833333,0.1247,Baixo
RA-989,1,Ametista,7.3743785714,0.1247,Baixo
RA-1530,3,Quartzo,4.6391535714200005,0.1244,Baixo
RA-600,2,Ametista,7.847373913,0.1237,Baixo
RA-1360,0,Agata,6.8480623189,0.1226,Baixo
RA-1565,4,Quartzo,5.816448179266667,0.1218,Baixo
RA-546,3,Quartzo,5.702426010066667,0.1209,Baixo
RA-667,3,Ametista,7.177130604266668,0.1204,Baixo
RA-1522,3,Topázio,8.3261,0.1202,Baixo
RA-1474,2,Ametista,7.384207505200001,0.1201,Baixo
RA-514,2,Agata,6.219580952400001,0.12,Baixo
RA-538,3,Agata,6.514094017066666,0.1195,Baixo
RA-638,2,Agata,6.7464878789,0.1191,Baixo
RA-542,3,Agata,6.7205649586,0.1187,Baixo
RA-1400,1,Ametista,7.622839525700001,0.1184,Baixo
RA-484,3,Quartzo,3.8354776573333336,0.1172,Baixo
RA-928,1,Topázio,8.8733666667,0.1167,Baixo
RA-814,2,Ametista,7.971648484800001,0.1165,Baixo
RA-340,3,Agata,6.715437329466668,0.1162,Baixo
RA-616,3,Quartzo,5.457877193033333,0.1152,Baixo
RA-1446,1,Quartzo,5.9004061924,0.1146,Baixo
RA-900,1,Topázio,8.802003030200002,0.1144,Baixo
RA-620,3,Quartzo,5.766892063566667,0.114,Baixo
RA-608,2,Quartzo,5.778986231800001,0.1138,Baixo
RA-1450,1,Ametista,7.405235714200002,0.1135,Baixo
RA-521,2,Ametista,7.4798428572,0.1132,Baixo
RA-684,1,Ametista,7.769381818200001,0.1123,Baixo
RA-1343,0,Topázio,8.8262,0.1113,Baixo
RA-802,2,Ametista,7.8317974025,0.1112,Baixo
RA-626,3,Agata,6.407590225500001,0.1075,Baixo
RA-903,1,Topázio,8.0758287879,0.1072,Baixo
RA-1358,0,Agata,6.552990476200001,0.1072,Baixo
RA-1326,0,Ametista,7.6397833333,0.1072,Baixo
RA-713,2,Ametista,7.467500983400001,0.107,Baixo
RA-573,3,Ametista,7.839050000000001,0.107,Baixo
RA-470,4,Agata,6.981130848,0.107,Baixo
RA-631,3,Agata,6.795673420466667,0.105,Baixo
RA-1181,5,Agata,6.2015816738666665,0.105,Baixo
RA-1118,3,Ametista,7.0305545924,0.105,Baixo
RA-528,3,Ametista,7.276330075300001,0.1046,Baixo
RA-1595,4,Agata,6.6599304233000005,0.1045,Baixo
RA-559,3,Agata,6.158158974333333,0.1035,Baixo
RA-423,3,Agata,6.616193704866666,0.1031,Baixo
RA-656,3,Agata,6.668152941266667,0.1028,Baixo
RA-1295,0,Topázio,8.0617454545,0.1024,Baixo
RA-1404,1,Topázio,8.3971318182,0.1024,Baixo
RA-1361,0,Topázio,8.738700000000001,0.1022,Baixo
RA-876,1,Ametista,7.612057142800001,0.1018,Baixo
RA-158,5,Agata,6.855159259266667,0.1018,Baixo
RA-820,2,Ametista,7.426572549100001,0.1016,Baixo
RA-1019,1,Topázio,8.692255194900001,0.1016,Baixo
RA-434,3,Agata,6.610947619100001,0.1014,Baixo
RA-1284,0,Topázio,8.3800152174,0.1014,Baixo
RA-954,1,Topázio,8.2823798419,0.1011,Baixo
RA-1099,3,Ametista,7.332483333333334,0.1011,Baixo
RA-693,1,Topázio,8.9079954545,0.1005,Baixo
RA-369,3,Quartzo,5.667282265,0.1005,Baixo
RA-821,2,Agata,6.643866666600001,0.1001,Baixo
RA-496,3,Agata,6.726607507733334,0.0994,Baixo
RA-1488,2,Agata,6.7668935818000016,0.0994,Baixo
RA-1015,2,Agata,6.643252381000002,0.0991,Baixo
RA-236,4,Agata,6.980833740133334,0.0988,Baixo
RA-1390,0,Topázio,8.4930333333,0.0982,Baixo
RA-1372,0,Ametista,7.9632,0.0981,Baixo
RA-1435,1,Ametista,7.7196166667,0.0976,Baixo
RA-1108,3,Agata,6.017215010400001,0.0971,Baixo
RA-178,5,Ametista,7.234168831200001,0.0969,Baixo
RA-1325,0,Topázio,8.9824954545,0.0947,Baixo
RA-1342,0,Ametista,7.8185809524,0.0947,Baixo
RA-1346,0,Ametista,7.3701047619,0.0946,Baixo
RA-1076,3,Ametista,7.479598365200001,0.0941,Baixo
RA-859,1,Topázio,8.5817909091,0.0937,Baixo
RA-896,1,Topázio,8.2852454545,0.0936,Baixo
RA-1628,6,Ametista,7.500131368600001,0.0931,Baixo
RA-1000,1,Topázio,8.364790909100002,0.0928,Baixo
RA-986,1,Topázio,8.2603406926,0.0927,Baixo
RA-390,3,Agata,6.5472236842,0.0924,Baixo
RA-922,1,Topázio,8.5209954545,0.0922,Baixo
RA-1298,0,Ametista,7.577287995300001,0.092,Baixo
RA-1359,0,Ametista,7.2102,0.091,Baixo
RA-583,3,Ametista,7.447591035933334,0.0907,Baixo
RA-1310,0,Topázio,8.3907833334,0.0893,Baixo
RA-860,1,Topázio,8.7738666667,0.0888,Baixo
RA-606,2,Agata,6.645260606100001,0.0881,Baixo
RA-1608,5,Ametista,7.072539814866667,0.0878,Baixo
RA-1315,0,Topázio,8.3510666667,0.087,Baixo
RA-1391,0,Topázio,8.8435333333,0.0869,Baixo
RA-389,3,Ametista,7.2079551282,0.0868,Baixo
RA-760,3,Agata,6.942581818200001,0.0867,Baixo
RA-1395,1,Topázio,8.5997833334,0.0863,Baixo
RA-1494,2,Quartzo,5.8748823529,0.0861,Baixo
RA-984,1,Topázio,8.475080952400003,0.0844,Baixo
RA-1302,0,Quartzo,5.758866666800001,0.084,Baixo
RA-953,1,Ametista,7.961241502000001,0.0835,Baixo
RA-375,3,Ametista,7.970034615400001,0.0834,Baixo
RA-1307,0,Agata,6.5940333333000005,0.0831,Baixo
RA-982,1,Topázio,8.119860173100001,0.0827,Baixo
RA-1095,3,Agata,6.108547514666667,0.0819,Baixo
RA-980,1,Ametista,7.946388311600001,0.0813,Baixo
RA-1330,0,Topázio,8.944616666700002,0.0804,Baixo
RA-1073,3,Ametista,7.0859945773333335,0.079,Baixo
RA-789,1,Topázio,8.0443904763,0.0785,Baixo
RA-899,1,Topázio,8.425024769300002,0.0778,Baixo
RA-1477,2,Ametista,7.0514989130000005,0.0776,Baixo
RA-1546,3,Agata,6.900662108266667,0.0775,Baixo
RA-1483,2,Ametista,7.311433695700001,0.0762,Baixo
RA-1112,3,Agata,6.8560823939999995,0.0729,Baixo
RA-1356,0,Ametista,7.8695888889,0.0722,Baixo
RA-1288,0,Ametista,7.9208899585,0.0721,Baixo
RA-433,3,Ametista,7.218157142866668,0.0711,Baixo
RA-1340,0,Topázio,8.3422714286,0.0705,Baixo
RA-1286,0,Quartzo,5.914801966800001,0.0703,Baixo
RA-1314,0,Topázio,8.239799999999999,0.0689,Baixo
RA-1381,0,Topázio,9.038200000000002,0.0681,Baixo
RA-1377,0,Ametista,7.8987,0.0679,Baixo
RA-854,1,Ametista,7.826199999900001,0.0668,Baixo
RA-414,3,Ametista,7.187625925933334,0.0666,Baixo
RA-547,3,Ametista,7.210290672333333,0.066,Baixo
RA-1322,0,Topázio,8.47795,0.0659,Baixo
RA-548,3,Ametista,7.240168803466668,0.0645,Baixo
RA-1362,0,Ametista,7.709200000000001,0.0645,Baixo
RA-1363,0,Ametista,7.690800000000001,0.0643,Baixo
RA-1309,0,Topázio,8.379199999899999,0.0636,Baixo
RA-1368,0,Topázio,8.6012,0.0632,Baixo
RA-1329,0,Ametista,7.98945,0.0624,Baixo
RA-892,1,Topázio,8.697700000000001,0.0619,Baixo
RA-1275,0,Ametista,7.611366666700001,0.061,Baixo
RA-1367,0,Topázio,8.427286956500001,0.0605,Baixo
RA-985,1,Topázio,8.2432,0.0577,Baixo
RA-1331,0,Ametista,7.8522833333,0.0559,Baixo
RA-987,1,Topázio,8.3028861472,0.0557,Baixo
RA-1327,0,Topázio,8.264116666700001,0.0557,Baixo
RA-1276,0,Topázio,8.002866666700001,0.0551,Baixo
RA-1369,0,Topázio,8.052286956500001,0.0551,Baixo
RA-1383,0,Topázio,8.3720803259,0.0541,Baixo
RA-1380,0,Ametista,7.964342230600001,0.0518,Baixo
RA-1277,0,Ametista,7.952200000100001,0.0496,Baixo
RA-910,1,Topázio,8.1163818182,0.0445,Baixo
RA-1321,0,Ametista,7.95295,0.0421,Baixo
